ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,260 E.T. Δήμου Σερρών,495,208,5,3,8,200,80,19,0,4,3,31,22,38,27,0,11,2,0,12,2,5,40,2,11,12,1,4,4,19,11,5,2,2,1,3,3,2,15,4,0,8,3,0,0,3,3,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,2,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1,3,0,2,3,0,0,0,0,0,2,2,1,1,0,0,0,0,3,1
8 - Σερρών,261 E.T. Δήμου Σερρών,477,229,5,1,6,223,99,31,3,10,4,41,20,51,32,0,13,4,1,9,0,9,28,6,3,5,1,10,1,12,9,3,2,0,1,1,1,3,23,6,5,8,4,1,2,6,4,2,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,5,0,0,0,0,0,7,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,4,4
8 - Σερρών,262 E.T. Δήμου Σερρών,453,202,6,2,8,194,71,13,6,10,4,27,15,43,31,0,11,3,0,14,0,10,24,3,5,10,4,2,6,10,7,6,0,0,2,0,1,0,23,8,2,14,2,1,0,5,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,3,0,1,1,1,1,6,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,3,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,6,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2
8 - Σερρών,263 E.T. Δήμου Σερρών,358,203,6,1,7,196,99,39,2,10,3,32,26,45,12,0,5,2,0,3,1,0,32,2,12,8,15,5,8,6,5,2,0,1,1,0,3,0,9,2,0,7,1,0,1,3,12,2,4,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,1,0,0,2,0,9,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
8 - Σερρών,264 E.T. Δήμου Σερρών,354,216,3,0,3,213,94,31,1,21,1,43,10,38,40,0,8,3,3,20,1,8,24,3,4,11,4,1,2,6,6,1,0,2,3,1,2,1,10,2,2,6,1,0,2,0,7,5,0,0,1,0,4,1,2,1,2,0,1,0,0,0,0,0,1,1,1,0,2,2,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,2,0,0,0,0,3,0,1,1,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,0,6,4
8 - Σερρών,265 E.T. Δήμου Σερρών,402,274,5,0,5,269,111,41,11,4,3,63,24,45,57,0,26,7,0,23,0,11,64,2,4,21,8,17,10,43,5,4,1,0,0,0,2,0,14,2,1,6,1,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
8 - Σερρών,266 E.T. Δήμου Σερρών,388,230,3,1,4,226,94,41,5,5,4,45,9,45,42,0,16,3,0,19,0,5,42,4,2,9,6,12,7,25,6,4,0,0,2,1,0,1,17,2,1,13,2,1,1,1,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
8 - Σερρών,267 E.T. Δήμου Σερρών,338,199,3,0,3,196,67,26,3,4,4,38,11,22,41,0,24,4,1,16,2,6,58,3,9,22,9,7,8,25,10,7,3,1,0,1,4,0,10,3,3,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8 - Σερρών,268 E.T. Δήμου Σερρών,537,295,9,1,10,285,110,34,2,11,4,41,21,53,59,0,23,18,2,11,2,6,33,1,5,16,6,4,5,12,14,3,4,4,2,1,3,0,15,7,1,11,2,0,2,0,10,2,2,3,0,1,0,5,3,1,2,1,0,0,0,0,1,1,1,1,0,0,1,0,2,1,3,1,0,0,1,0,15,8,5,1,1,3,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,2,2,2,0,0,3,3,2,0,0,0,0,0,3,2
8 - Σερρών,269 E.T. Δήμου Σερρών,544,313,4,2,6,307,132,38,2,20,5,48,17,74,50,0,22,10,3,18,0,11,28,1,1,16,0,3,4,8,14,4,2,3,2,0,6,2,17,2,2,11,0,1,2,5,18,1,5,5,5,0,2,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0,1,0,14,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,1,1,3,2,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,14,9
8 - Σερρών,270 E.T. Δήμου Σερρών,507,292,1,3,4,288,142,36,4,26,5,60,14,75,47,0,17,3,3,16,2,2,24,3,4,9,1,5,2,13,9,6,1,0,2,0,2,3,11,3,3,5,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,0,1,1,0,0,6,1,1,0,1,3,14,3,8,5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2,1,4,2,0,3,1,1,1,0,0,2,0,1,1,0,1,1,1,11,5
8 - Σερρών,271 E.T. Δήμου Σερρών,533,279,3,2,5,274,118,36,7,8,4,53,15,57,34,0,6,2,2,17,1,5,32,5,4,12,5,6,8,10,16,8,3,5,2,2,3,2,15,1,2,8,0,2,0,3,5,2,0,1,2,2,0,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,1,1,20,11,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,3,1,0,0,0,0,2,0,16,14
8 - Σερρών,272 E.T. Δήμου Σερρών,529,305,4,1,5,300,122,45,4,9,3,65,13,54,59,0,25,1,1,17,0,8,28,3,5,9,3,7,6,9,18,3,9,7,1,0,8,2,26,3,5,14,1,2,2,2,6,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,0,2,0,0,21,14,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,6,5
8 - Σερρών,273 E.T. Δήμου Σερρών,535,286,3,2,5,281,133,36,1,23,0,60,17,75,41,0,18,1,6,15,1,7,23,3,1,11,1,4,2,8,26,11,6,5,3,1,11,4,16,3,0,10,2,0,2,0,5,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,1,0,0,5,0,3,1,0,0,14,4,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,3,2,2,1,0,0,2,2,0,0,0,0,0,0,4,3
8 - Σερρών,274 E.T. Δήμου Σερρών,531,309,4,0,4,305,142,45,8,17,7,71,10,71,44,0,10,6,2,16,4,6,25,1,1,11,6,4,2,11,20,8,2,3,1,1,5,3,15,1,3,11,1,2,0,1,11,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,4,1,1,0,0,0,0,0,0,22,18,7,5,0,3,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,2,0,1,0,1,2,2,1,0,0,0,2,2,4,2
8 - Σερρών,275 E.T. Δήμου Σερρών,532,301,9,0,9,292,120,27,8,6,4,52,21,72,45,0,13,1,1,19,1,6,22,2,0,6,3,6,5,9,12,3,1,2,1,2,4,4,21,4,4,15,1,2,3,0,13,3,2,2,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3,2,4,0,0,19,8,10,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,1,0,1,3,1,1,0,0,1,0,0,2,2,3,1,1,0,0,0,0,0,0,2,1,3,1,1,0,2,1,10,7
8 - Σερρών,276 E.T. Δήμου Σερρών,527,277,5,1,6,271,98,37,1,5,8,40,12,51,62,0,21,5,4,22,4,13,23,0,1,16,2,2,2,8,14,4,4,3,0,0,4,0,18,6,2,11,1,1,2,3,9,1,2,2,0,1,2,0,3,0,2,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,8,2,3,2,1,0,7,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,4,3,4,0,0,3,1,0,0,1,1,2,1,3,2,2,0,1,1,8,4
8 - Σερρών,277 E.T. Δήμου Σερρών,533,310,6,2,8,302,137,41,10,15,8,56,14,73,46,0,22,5,2,13,2,1,28,1,2,7,4,6,6,9,15,7,1,1,3,2,3,0,15,5,2,12,1,0,1,1,17,2,1,3,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,1,0,18,10,7,2,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,5,2,2,1,1,0,0,0,0,3,1,0,0,0,0,0,0,7,6
8 - Σερρών,278 E.T. Δήμου Σερρών,537,297,7,0,7,290,117,27,0,11,4,53,16,71,63,0,24,8,3,23,2,7,25,2,3,10,6,2,4,15,17,5,3,8,1,0,4,1,12,2,0,10,1,0,0,2,6,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,0,0,1,0,1,20,6,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,0,3,1,2,1,0,0,0,0,0,0,3,1,1,2,2,1,2,1,0,0,0,1,1,0,0,0,0,9,4
8 - Σερρών,279 E.T. Δήμου Σερρών,528,298,6,1,7,291,102,36,3,7,2,40,18,56,70,0,18,7,4,26,3,16,19,0,3,8,3,2,6,4,15,7,5,4,1,1,2,4,15,4,2,7,2,1,2,3,10,1,1,1,1,1,2,1,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,2,21,11,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,2,1,1,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,8,2,3,5,1,1,1,0,0,2,2,0,0,0,0,0,0,9,6
8 - Σερρών,280 E.T. Δήμου Σερρών,521,317,6,3,9,308,153,32,6,20,5,63,21,91,45,0,21,5,2,15,1,9,34,2,11,8,5,10,9,10,12,3,4,0,3,2,1,7,11,2,2,8,1,1,1,1,8,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,2,0,0,1,0,1,9,5,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,3,2,0,0,0,0,0,0,1,1,0,0,1,1,11,3
8 - Σερρών,281 E.T. Δήμου Σερρών,542,306,9,3,12,294,144,39,3,19,3,63,23,83,45,0,15,4,3,18,1,7,25,3,3,4,3,6,4,8,21,5,5,7,1,1,7,2,14,5,4,6,1,1,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,4,3,1,1,1,1,10,4,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,1,1,1,2,0,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,8,8
8 - Σερρών,282 E.T. Δήμου Σερρών,519,309,5,2,7,302,151,46,11,12,7,66,15,80,44,0,16,3,1,16,1,5,14,2,1,2,2,6,1,4,11,5,0,2,1,3,1,5,12,4,3,9,3,2,0,0,11,3,2,3,0,3,2,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,7,6,0,0,5,1,0,2,0,0,19,9,8,1,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,0,0,0,0,5,2,1,4,1,1,1,0,0,3,2,3,2,0,3,0,0,4,4
8 - Σερρών,283 E.T. Δήμου Σερρών,204,108,1,0,1,107,62,18,6,1,1,40,10,23,7,0,1,1,1,1,1,0,7,2,2,2,2,0,0,2,1,0,1,0,0,1,0,0,6,0,0,5,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
8 - Σερρών,284 E.T. Δήμου Σερρών,526,290,9,1,10,280,115,32,7,14,3,42,17,62,46,0,15,7,3,21,0,5,24,4,7,7,3,5,5,7,14,5,0,2,0,2,4,5,19,3,6,11,2,1,0,3,8,1,0,2,2,3,0,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,5,0,2,1,1,0,11,5,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,5,2,0,3,1,1,0,1,1,8,1,6,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0,0,3,1,0,0,0,0,0,0,9,7
8 - Σερρών,285 E.T. Δήμου Σερρών,540,349,8,1,9,340,153,42,7,15,3,95,14,67,50,0,12,6,5,17,5,2,28,2,1,9,1,5,11,7,16,10,5,3,4,1,3,0,13,0,2,6,1,1,0,0,7,2,1,0,1,2,0,3,1,0,0,0,1,0,1,0,0,0,7,3,1,1,2,2,1,0,2,1,0,1,1,0,23,11,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,1,5,1,4,0,0,0,0,0,1,0,3,1,2,1,3,2,2,1,1,5,3,0,0,0,0,0,0,15,12
