ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΠΑΚΑ-ΚΥΜΠΑΡΙΔΗ ΚΑΛΛΙΣΘΕΝΗ του Σταύρου,ΣΑΚΑΛΑΚΗ ΑΝΝΑ του Σοφοκλή,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΣΥΡΙΖΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΕΜΜΑΝΟΥΗΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΝΑΓΙΩΤΙΔΟΥ ΜΑΡΙΑ (ΜΑΝΙΑ) του Αντωνίου,ΠΑΠΠΑΣ ΠΕΤΡΟΣ του Μιχαήλ,ΤΟΝΙΚΙΔΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΤΟΜΠΟΥΛΙΔΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΚΩΝΣΤΑΝΤΙΑ - ΑΥΡΑ (ΝΤΙΝΑ) του Γεωργίου,ΧΑΡΤΟΜΑΤΣΙΔΟΥ - ΝΤΑΣΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΝΙΚΟΛΑΪΔΟΥ ΣΤΑΥΡΟΥΛΑ του Κοσμά,ΣΜΥΔΑΚΗΣ ΧΑΜΟΥΡΟΥΔΗΣ ΗΛΙΑΣ του Παρασκευά,ΤΕΜΕΚΕΝΙΔΟΥ ΠΑΡΘΕΝΑ (ΜΕΜΑ) του Ιωάννη,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΓΓΕΛΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΜΠΑΣΛΗ ΜΑΡΙΑ του Αποστόλου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΥΛΑ) του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΑΛΙΑΡΑ ΔΕΣΠΟΙΝΑ του Άγγελου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΕΠΠΑΣ ΣΤΕΦΑΝΟΣ του Σταματίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΥΡΑΓΑΝΗ ΜΑΡΙΑ ΔΗΜΗΤΡΑ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΚΩΝΣΤΑΝΤΙΝΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΔΡΕΑΔΟΥ ΗΛΕΚΤΡΑ του Ιωάννη,ΔΑΝΑΚΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΜΑΡΟΥΛΑΣΟΒ ΛΕΩΝΙΔΑΣ του Τσαμπούκα,Κίνημα 21,ΣΙΑΓΓΑΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΠΑΜΑ ΣΠΥΡΟΥΛΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΟΥΛΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΡΑΓΤΖΗ ΝΙΚΗ του Ιωάννη,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Μιχαήλ,ΝΙΚΗ,ΘΕΟΧΑΡΑΚΗΣ ΗΛΙΑΣ του Αθανασίου,ΚΑΜΠΑΤΑΓΗ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΚΕΜΕΝΤΣΕΤΣΙΔΗΣ ΙΩΑΝΝΗΣ του Θεοφίλου,κοινωνία αξιών,ΘΗΡΑΙΟΥ ΕΛΕΥΘΕΡΙΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΝΑ του Κυριάκου,ΟΥΖΟΥΝΙΔΗΣ ΜΑΡΙΟΣ του Γρηγόριου,ΤΖΩΡΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευάγγελου,Ελλήνων Συνέλευσις,ΑΠΑΤΣΙΔΟΥ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΔΑΝΙΗΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Λαζάρου,ΜΙΧΑΗΛΙΔΗΣ ΠΑΥΛΟΣ του Αντωνίου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΔΗΜΗΤΡΙΟΣ του Στέργιου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΛΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΙΣΑΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΚΑΡΑΜΙΧΑΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΝΙΑΔΗΣ ΖΑΧΑΡΙΑΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΗΜΗΤΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΝΤΑΒΑΡΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΕΑΝ...,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΟΥΡΑΤΙΔΗΣ ΧΡΗΣΤΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΙΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σωτηρίου
10 - Κιλκίς,45 E.T. Δήμου Κιλκίς,499,284,1,1,2,282,122,30,37,37,2,10,39,1,5,0,14,17,37,23,1,11,0,1,17,6,1,0,0,7,14,4,3,1,2,0,4,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,11,2,9,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,2,1,0,0,0,0,6,5
10 - Κιλκίς,46 E.T. Δήμου Κιλκίς,495,287,4,0,4,283,101,34,29,19,5,10,46,0,0,2,26,18,34,20,2,11,0,0,14,2,1,1,0,7,18,1,5,1,7,1,9,1,1,2,0,4,0,0,0,0,0,0,2,0,0,0,4,4,2,1,0,0,0,1,33,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,3,1,3,1,1,1,0,0,7,4
10 - Κιλκίς,47 E.T. Δήμου Κιλκίς,505,290,4,1,5,285,121,49,22,33,4,9,46,2,5,2,18,15,55,31,0,23,0,0,8,1,1,0,0,3,17,3,4,2,6,0,6,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,12,2,2,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,1,0,0,1,2,1,3,1,0,0,0,0,0,0,4,3
10 - Κιλκίς,48 E.T. Δήμου Κιλκίς,487,296,2,0,2,294,100,51,13,20,1,7,47,4,2,0,22,14,58,41,3,10,0,1,15,3,1,0,3,3,19,1,8,1,5,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,32,10,4,12,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,2,0,2,2,2,2,0,0,4,3
10 - Κιλκίς,49 E.T. Δήμου Κιλκίς,501,276,6,0,6,270,103,36,19,31,4,4,49,3,1,2,22,15,46,34,2,9,0,0,10,3,0,1,0,1,10,0,1,2,5,0,9,0,3,1,0,2,0,0,2,1,0,0,1,0,0,1,2,1,4,0,1,2,0,1,23,5,4,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,5,3
10 - Κιλκίς,50 E.T. Δήμου Κιλκίς,498,251,10,3,13,238,87,32,22,20,4,4,47,6,0,2,18,12,33,24,0,9,0,0,11,3,2,2,2,1,9,4,1,1,3,0,5,0,1,0,0,2,0,0,0,0,0,0,4,1,0,1,3,3,1,1,0,0,0,0,22,7,4,8,0,0,0,0,0,0,1,1,2,1,0,0,2,2,3,3,0,0,0,0,0,0,3,3,1,1,0,0,0,0,4,3
10 - Κιλκίς,51 E.T. Δήμου Κιλκίς,516,323,2,0,2,321,122,40,38,28,4,4,43,4,1,2,24,8,58,30,1,23,2,0,24,6,2,0,0,8,18,1,6,2,5,1,6,2,0,0,0,1,2,2,2,1,0,0,2,2,0,0,0,0,3,0,0,0,1,1,35,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,3
10 - Κιλκίς,52 E.T. Δήμου Κιλκίς,502,308,8,0,8,300,119,36,26,30,6,13,57,2,0,2,31,15,39,21,1,16,0,0,14,2,2,0,0,8,16,1,3,0,4,0,9,1,0,3,0,4,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,24,10,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2,2,0,1,1,0,0,10,4
10 - Κιλκίς,53 E.T. Δήμου Κιλκίς,498,291,3,3,6,285,108,49,20,25,7,3,46,1,4,0,23,15,40,20,0,19,0,0,19,4,0,1,3,7,18,2,2,1,6,0,8,3,1,0,2,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,27,9,2,12,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,6,4
10 - Κιλκίς,54 E.T. Δήμου Κιλκίς,503,263,8,0,8,255,111,40,33,18,3,14,32,4,2,0,11,12,29,14,0,14,1,0,16,4,1,0,4,4,13,2,6,2,0,1,7,2,0,1,2,0,1,1,2,0,0,0,3,0,2,0,0,0,2,0,0,1,0,1,20,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,4,3,1,1,0,0,8,5
10 - Κιλκίς,55 E.T. Δήμου Κιλκίς,489,284,4,2,6,278,113,48,22,27,3,7,41,4,1,1,14,11,42,18,2,20,0,0,10,1,0,2,1,4,15,1,2,4,5,0,7,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,24,12,3,4,0,0,1,1,0,0,0,0,0,0,0,0,4,2,1,1,2,1,0,1,1,0,4,2,1,1,0,0,1,0,6,2
10 - Κιλκίς,56 E.T. Δήμου Κιλκίς,444,276,6,2,8,268,103,36,24,29,5,2,35,3,1,1,19,10,43,19,0,19,0,0,15,4,1,0,4,5,17,3,5,0,5,1,3,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,2,1,0,0,0,1,29,14,3,4,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,11,5
10 - Κιλκίς,57 E.T. Δήμου Κιλκίς,407,163,0,2,2,161,48,11,18,10,2,3,28,2,0,1,17,6,22,10,1,9,0,0,36,19,1,0,2,10,8,1,2,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,9,6
10 - Κιλκίς,58 E.T. Δήμου Κιλκίς,368,231,2,2,4,227,82,20,37,10,5,6,35,2,0,0,16,15,51,32,2,17,0,0,9,4,3,0,2,0,17,1,3,0,11,0,10,1,2,0,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
10 - Κιλκίς,59 E.T. Δήμου Κιλκίς,282,190,3,2,5,185,54,24,15,6,3,2,33,10,2,3,11,7,35,19,2,14,0,0,20,7,0,0,5,5,12,1,5,0,2,0,4,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,2,0,4,0,0,1,1,1,0,1,0,0,0,1,1
10 - Κιλκίς,60 E.T. Δήμου Κιλκίς,483,314,3,2,5,309,110,32,36,18,3,11,37,1,4,2,18,10,51,25,5,19,1,0,26,6,6,0,3,2,34,4,9,1,5,0,7,0,1,1,1,1,0,0,0,0,0,0,2,1,0,1,1,0,3,0,0,0,1,1,22,13,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,2,2,3,1,0,0,6,5
10 - Κιλκίς,61 E.T. Δήμου Κιλκίς,311,229,3,0,3,226,75,25,21,9,1,12,24,1,1,0,16,6,66,23,22,19,0,0,22,3,0,2,0,14,18,1,2,1,6,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
10 - Κιλκίς,62 E.T. Δήμου Κιλκίς,403,276,2,0,2,274,57,23,17,10,0,6,57,4,2,4,28,15,78,57,2,19,0,0,38,8,14,0,2,7,14,2,4,3,1,0,5,1,1,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,12,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4
10 - Κιλκίς,63 E.T. Δήμου Κιλκίς,443,251,4,1,5,246,74,33,8,21,3,6,42,0,0,0,29,11,61,24,2,32,0,0,18,1,1,3,0,5,26,5,5,1,10,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,7,4
10 - Κιλκίς,64 E.T. Δήμου Κιλκίς,426,226,3,1,4,222,109,63,9,26,4,6,18,4,0,0,6,8,35,20,1,14,0,0,2,1,0,0,0,1,16,3,2,0,6,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,19,11,4,1,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,10,3
10 - Κιλκίς,65 E.T. Δήμου Κιλκίς,424,230,5,1,6,224,82,21,23,16,4,14,43,7,0,0,11,22,52,25,1,25,0,0,5,1,1,0,2,1,15,3,6,4,1,0,5,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,4,1,1,1,4,2
10 - Κιλκίς,66 E.T. Δήμου Κιλκίς,487,328,4,0,4,324,66,19,23,12,1,2,56,5,2,0,10,35,100,38,3,58,0,0,54,4,3,6,2,29,19,1,3,0,13,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,0,2,1,1,1,0,0,1,1,0,0,1,1,8,8
10 - Κιλκίς,67 E.T. Δήμου Κιλκίς,485,336,3,1,4,332,60,23,21,7,3,1,72,1,0,2,34,32,93,48,0,44,0,0,74,4,3,3,1,51,11,1,4,0,4,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2
10 - Κιλκίς,68 E.T. Δήμου Κιλκίς,649,356,2,2,4,352,124,36,37,22,8,16,57,6,1,2,16,22,61,37,1,18,0,0,41,8,2,1,1,19,18,3,4,1,7,0,9,1,0,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,24,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,7,7
10 - Κιλκίς,69 E.T. Δήμου Κιλκίς,634,413,5,0,5,408,154,66,42,22,10,6,51,8,6,0,18,12,79,50,1,22,0,0,27,2,3,2,1,13,32,3,7,3,11,0,8,2,1,0,1,3,2,1,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,1,22,6,4,10,1,0,0,0,0,0,1,1,1,0,1,0,2,2,2,1,7,2,2,1,0,0,2,2,1,1,0,0,1,0,10,10
10 - Κιλκίς,70 E.T. Δήμου Κιλκίς,345,210,6,4,10,200,53,16,15,6,2,9,27,0,1,0,16,10,51,22,1,26,0,0,25,4,3,0,1,9,14,3,2,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,5,2,1,0,0,0,0,9,8
10 - Κιλκίς,71 E.T. Δήμου Κιλκίς,358,196,0,2,2,194,71,22,27,12,0,4,21,1,0,1,13,3,39,19,4,16,0,0,18,4,3,2,2,2,19,2,5,1,9,1,4,1,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,11,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
10 - Κιλκίς,72 E.T. Δήμου Κιλκίς,697,462,8,3,11,451,211,67,48,49,13,24,59,3,3,1,26,21,54,25,2,24,0,1,12,1,2,2,0,2,28,3,8,2,6,2,15,2,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,1,44,31,2,8,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,2,1,0,0,0,2,0,5,4,2,1,0,0,5,3
10 - Κιλκίς,73 E.T. Δήμου Κιλκίς,346,189,2,1,3,186,98,34,25,33,0,3,14,1,0,0,7,6,46,17,1,27,1,0,2,1,0,0,0,0,12,0,1,5,1,0,3,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
10 - Κιλκίς,74 E.T. Δήμου Κιλκίς,546,278,2,1,3,275,75,25,25,8,4,7,60,4,2,4,20,18,54,25,0,29,0,0,19,0,2,1,3,7,19,2,7,3,4,0,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,15,7,0,5,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,1,0,0,2,2,2,1,3,2,0,0,13,10
10 - Κιλκίς,75 E.T. Δήμου Κιλκίς,307,170,0,1,1,169,48,14,14,9,3,8,32,7,2,0,7,13,47,25,2,15,0,0,12,6,2,0,0,0,13,2,3,0,5,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
10 - Κιλκίς,76 E.T. Δήμου Κιλκίς,515,255,3,0,3,252,111,34,40,13,4,11,27,2,2,2,6,14,47,27,0,18,0,0,8,2,2,0,1,3,20,4,4,0,10,2,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,14,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,3,2,1,1,0,0,0,0,9,5
10 - Κιλκίς,77 E.T. Δήμου Κιλκίς,528,251,6,1,7,244,130,44,53,12,3,12,35,1,2,2,16,13,23,18,0,4,0,0,18,6,2,1,1,4,10,1,3,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,13,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,6,3
10 - Κιλκίς,78 E.T. Δήμου Κιλκίς,523,249,3,0,3,246,90,33,40,5,0,6,43,2,2,3,18,14,43,21,1,17,0,4,20,5,5,0,1,5,15,3,1,2,7,0,4,1,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,10,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,2,0,0,2,0,0,0,0,1,1,1,1,0,0,6,4
10 - Κιλκίς,79 E.T. Δήμου Κιλκίς,355,182,2,1,3,179,116,30,67,13,1,1,12,2,0,0,3,4,19,7,3,6,2,1,1,0,0,0,0,0,3,0,1,0,1,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,15,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1
10 - Κιλκίς,80 E.T. Δήμου Κιλκίς,442,152,0,1,1,151,102,24,50,13,6,7,8,1,0,0,6,1,12,8,0,4,0,0,5,0,0,1,3,1,9,1,1,2,2,0,2,0,1,0,0,1,2,2,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
10 - Κιλκίς,81 E.T. Δήμου Κιλκίς,617,232,4,0,4,228,63,12,27,8,0,8,35,2,1,3,16,8,27,10,1,13,0,0,51,3,5,0,5,31,13,4,1,1,4,0,13,0,1,0,0,7,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5
10 - Κιλκίς,82 E.T. Δήμου Κιλκίς,391,119,1,1,2,117,43,3,8,12,3,17,19,1,0,2,8,3,5,5,0,0,0,0,32,0,2,0,0,25,12,5,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,83 E.T. Δήμου Κιλκίς,646,364,2,3,5,359,185,61,64,29,3,21,27,5,5,0,10,4,78,68,0,8,0,1,7,1,0,0,3,1,14,3,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,4,31,15,6,6,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3
10 - Κιλκίς,84 E.T. Δήμου Κιλκίς,305,192,3,1,4,188,68,35,18,4,1,8,30,2,1,2,13,11,53,43,0,8,0,0,17,1,1,1,0,12,3,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
10 - Κιλκίς,85 E.T. Δήμου Κιλκίς,145,95,2,0,2,93,47,20,16,0,3,8,11,2,1,0,7,1,12,3,0,8,0,0,2,1,0,0,0,0,5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
10 - Κιλκίς,86 E.T. Δήμου Κιλκίς,327,134,1,1,2,132,49,7,26,4,0,3,8,0,0,1,4,2,27,13,2,8,0,0,5,0,0,0,0,1,20,2,2,4,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,3,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,5,1,1,1,0,0,0,0,0,0,0,1,1
10 - Κιλκίς,87 E.T. Δήμου Κιλκίς,410,224,3,1,4,220,116,43,43,16,1,8,16,4,0,0,6,5,30,18,0,11,0,0,0,0,0,0,0,0,15,1,12,1,1,0,2,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,19,10,1,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,1,1,3,2,0,0,0,0,0,0,4,4
10 - Κιλκίς,88 E.T. Δήμου Κιλκίς,386,216,1,1,2,214,124,32,57,15,3,15,24,2,4,0,4,12,15,12,0,3,0,0,1,0,0,0,0,0,12,1,4,0,2,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,2
