ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΓΥΦΤΕΑ ΜΑΡΙΑ-ΕΛΕΝΗ του Δημητρίου,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΙΚΑ ΠΑΝΑΓΙΩΤΑ του Ευαγγέλου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,ΣΥΡΙΖΑ,ΒΕΡΓΙΝΑΔΗ ΜΑΡΙΑ του Νικήτα,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ (ΓΙΟΥΛΑ) του Αντωνίου,ΚΙΟΥΡΗ ΧΑΡΙΚΛΕΙΑ (ΧΑΡΑ) του Δημητρίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΜΑΚΑΡΗΣ ΕΜΜΑΝΟΥΗΛ ΛΕΟΝΑΡΔΟΣ (ΜΑΝΩΛΗΣ) του Ιωάννη,ΣΤΕΦΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάμπρου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΔΑΜΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΚΑΖΑΚΟΥ ΑΡΙΣΤΕΑ του Παναγιώτη,ΛΥΜΠΕΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Αντωνίου,ΞΗΡΟΓΙΑΝΝΗΣ ΠΕΡΙΚΛΗΣ του Αλεξάνδρου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΠΩΡΟΣ ΣΠΥΡΟΣ (ΣΠΥΡΙΔΩΝ) του Γεωργίου,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΜΠΟΤΗΣ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Γεωργίου,ΚΟΥΚΟΥΜΗ ΕΙΡΗΝΗ του Σαράντου,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΝΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΝΕΓΡΕΠΟΝΤΗ ΑΝΝΑ του Αντωνίου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΑ του Θεοδώρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΣΠΑΣΙΑ του Αλεξάνδρου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΠΕΤΡΟΜΙΧΕΛΗ ΠΑΥΛΙΝΑ- ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΚΕΛΛΑΡΙΑΔΗΣ ΗΛΙΑΣ του Παντελή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαραλάμπους,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ (ΔΩΡΑ) του Μιχαήλ,ΚΑΝΕΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΜΠΑΚΑΣ ΙΑΣΩΝ του Δημητρίου,ΧΡΙΣΤΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΛΟΥ ΣΟΦΙΑ του Παναγιώτη,ΛΟΥΚΑΚΟΣ ΜΙΛΤΙΑΔΗΣ του Κωνσταντίνου,ΣΟΦΤΣΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευστάθιου,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Ο.Κ.Δ.Ε.,ΣΠΙΝΟΣ ΝΙΚΟΛΑΟΣ του Ευστρατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΕΥΣΤΑΘΙΑ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ιωάννου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΚΟΣΜΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΜΑΡΑΝΤΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΙΚΟΥ ΔΟΝΑΤΟΣ του Γεωργίου,ΦΕΣΣΑ ΧΡΥΣΟΥΛΑ (ΣΥΛΒΙΑ) του Δημητρίου,Κίνημα 21,ΖΟΡΜΠΑΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΡΔΑΚΗ ΑΝΝΑ του Σπυρίδωνος,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΤΣΙΚΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,ΝΙΚΗ,ΑΔΑΜΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαρίλαου,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΕΤΡΑΚΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Παναγιώτη,ΠΕΤΡΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Νικολάου,ΤΣΙΧΛΑΚΗ ΔΗΜΗΤΡΑ του Σταύρου,κοινωνία αξιών,ΣΙΑΒΕΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΝΔΡΕΑΔΟΥ ΝΑΤΑΛΙΑ του Γεωργίου,ΖΕΠΠΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΥΡΟΜΜΑΤΗ ΖΕΠΠΟΥ ΑΡΓΥΡΩ του Νικολάου,ΠΟΛΥΧΡΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Σίμου,ΦΩΤΕΙΝΟΣ ΚΩΝΑΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΡΒΑΝΙΤΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΚΑΝΔΥΛΑΣ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΥΛΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Ανδρέα,ΠΕΤΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδων,ΤΣΕΡΠΕΣ ΧΡΟΝΗΣ του Ευσταθίου,Ένωση Κεντρώων,ΓΑΛΛΟΥ ΠΑΝΑΓΙΩΤΑ του Αδάμ,ΔΙΟΝΥΣΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Σωτηρίου,ΚΑΖΑΝΗΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΠΕΤΣΙΟΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΨΑΡΡΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΙΖΑ ΚΑΛΛΙΡΟΗ του Κωνσταντίνου,ΚΑΡΑΜΠΑΤΣΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΛΑΖΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΙΧΑΛΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΒΕΛΑΣ ΒΑΣΙΛΕΙΟΣ του Αλεξίου,ΣΑΡΕΛΛΑ ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΡΓΚΟΛΙΑ ΕΙΡΗΝΗ του Σταύρου,ΓΡΑΜΜΑΤΙΚΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χριστόδουλου,ΚΟΥΒΑΤΣΟΥ ΦΩΤΕΙΝΗ του Κωνσταντίνου,ΜΠΕΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΓΑΒΡΙΗΛ) του Δημητρίου,ΝΤΡΟΥΛΙΑΣ (ΔΡΟΥΛΙΑΣ) ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΑΝ...,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαραλάμπους,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΑΜΠΡΑΚΟΣ ΛΑΜΠΡΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΑΣΙΟΥΛΑ ΛΑΜΠΡΙΝΗ του Αλεξάνδρου
46 - Μεσσηνίας,136 E.T. Δήμου Καλαμάτας,514,301,7,3,10,291,130,130,21,19,56,33,9,50,58,16,3,5,5,21,3,33,31,10,13,9,1,13,1,0,18,9,2,1,6,3,0,4,9,3,3,1,2,0,3,2,8,1,0,5,0,0,2,0,1,0,1,0,0,0,0,0,0,6,0,0,4,0,1,1,1,1,1,3,1,1,0,1,2,9,5,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,8,2
46 - Μεσσηνίας,137 E.T. Δήμου Καλαμάτας,541,308,5,2,7,301,118,118,19,19,42,32,4,52,70,15,6,12,14,27,6,38,23,1,11,6,0,8,5,2,22,9,3,2,5,2,2,2,16,3,3,4,4,7,2,4,13,1,1,1,1,1,0,3,1,1,0,0,1,0,1,0,0,3,0,1,1,0,0,3,0,0,0,5,1,2,1,0,1,7,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,0,0,6,4,3,3,1,0,1,0,1,1,1,0,0,7,6
46 - Μεσσηνίας,138 E.T. Δήμου Καλαμάτας,514,323,6,2,8,315,136,136,22,22,62,24,5,44,68,13,4,12,15,20,7,45,33,8,15,7,2,14,1,0,26,6,5,2,11,1,0,4,13,2,3,3,1,1,2,2,12,3,2,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,2,1,2,1,0,0,0,0,1,0,3,1,0,2,0,0,1,0,1,1,0,0,0,3,3
46 - Μεσσηνίας,139 E.T. Δήμου Καλαμάτας,524,303,5,3,8,295,115,115,22,19,29,38,10,38,58,12,3,12,9,28,5,24,36,6,13,12,4,14,4,4,34,16,6,2,15,2,3,10,9,5,1,1,1,1,2,1,8,1,2,2,1,1,3,1,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,3,1,2,1,3,1,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,2,0,2,2,0,0,3,1,1,1,1,4,2,2,2,0,0,1,0,0,0,8,5
46 - Μεσσηνίας,140 E.T. Δήμου Καλαμάτας,531,304,9,1,10,294,124,124,19,20,35,27,9,50,70,18,7,10,6,23,4,43,29,8,11,5,4,8,5,4,20,5,5,0,13,3,1,5,9,0,3,1,1,2,1,1,3,1,0,2,1,1,0,0,4,1,1,0,0,0,0,0,0,4,1,1,1,1,0,0,2,2,2,1,1,0,1,0,0,9,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,3,1,1,0,0,0,0,0,3,1,7,7
46 - Μεσσηνίας,141 E.T. Δήμου Καλαμάτας,531,332,3,3,6,326,134,134,18,27,41,31,6,54,77,17,4,19,12,31,4,34,38,10,13,10,2,10,7,2,22,9,4,3,9,1,0,4,10,2,3,0,1,2,1,0,15,2,3,1,2,2,4,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,2,1,0,0,0,0,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,10,4
46 - Μεσσηνίας,142 E.T. Δήμου Καλαμάτας,513,314,12,5,17,297,112,112,17,21,38,22,12,44,61,11,1,8,17,16,8,32,41,9,8,15,2,22,10,0,33,14,2,0,13,3,0,5,12,6,4,1,3,1,3,0,9,4,2,2,1,2,1,2,3,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,3,2,1,0,1,0,0,1,1,2,0,7,5
46 - Μεσσηνίας,143 E.T. Δήμου Καλαμάτας,523,330,5,3,8,322,162,162,19,32,44,33,8,71,58,11,6,11,9,16,7,26,22,12,6,2,3,6,3,2,20,10,3,2,10,2,0,4,14,5,1,2,3,8,1,2,14,3,1,1,2,1,3,1,2,0,0,0,0,0,0,0,0,7,0,2,2,0,2,3,1,1,0,4,1,1,0,1,2,3,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,2,0,2,1,1,2,1,1,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,3,3
46 - Μεσσηνίας,144 E.T. Δήμου Καλαμάτας,534,316,2,5,7,309,128,128,18,15,42,30,18,50,43,9,3,3,11,7,2,24,37,4,9,8,2,16,7,3,20,8,1,0,7,3,2,5,12,4,4,0,1,4,1,0,15,0,1,4,5,3,4,1,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,1,0,4,1,6,0,1,3,0,3,11,6,2,0,5,2,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,1,1,0,0,0,0,5,5,2,1,1,0,1,1,1,1,3,2,2,2,2,1,0,0,1,2,2,0,0,7,6
46 - Μεσσηνίας,145 E.T. Δήμου Καλαμάτας,532,336,6,1,7,329,142,142,29,20,59,36,8,51,79,17,2,15,14,21,11,46,18,5,5,3,3,4,4,2,27,17,5,1,8,1,2,8,14,4,3,1,1,3,1,3,8,3,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,8,1,3,0,5,3,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,3,3,2,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1,0,1,0,1,0,8,6
46 - Μεσσηνίας,146 E.T. Δήμου Καλαμάτας,535,304,5,3,8,296,118,118,14,27,36,20,5,55,57,10,2,18,6,20,5,28,16,8,4,5,3,3,3,1,31,21,8,0,12,1,1,8,12,4,3,3,0,3,2,2,13,1,1,5,2,6,3,0,3,1,2,1,1,1,1,0,0,7,2,1,4,1,0,3,2,1,1,1,1,1,0,0,0,16,12,1,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,2,1,0,2,1,0,0,1,0,0,1,0,0,2,2,2,2,2,4,2,2,1,0,1,0,0,0,0,6,4
46 - Μεσσηνίας,147 E.T. Δήμου Καλαμάτας,542,329,10,5,15,314,127,127,14,15,46,41,10,48,74,18,3,10,12,26,7,39,33,3,13,27,4,6,6,5,26,8,1,1,9,1,3,6,12,3,2,1,1,5,2,1,7,2,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,6,2,2,3,0,2,2,2,3,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,6,1,2,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,4,3
46 - Μεσσηνίας,148 E.T. Δήμου Καλαμάτας,527,335,4,4,8,327,140,140,27,20,46,32,8,62,72,8,3,7,15,34,11,33,36,14,12,9,2,12,5,1,25,16,5,3,5,2,1,8,9,3,2,1,2,1,0,2,12,3,5,0,1,1,0,4,2,0,2,1,1,0,0,0,0,5,2,2,2,0,0,0,0,1,0,4,1,1,0,1,1,3,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,6,2
46 - Μεσσηνίας,149 E.T. Δήμου Καλαμάτας,561,213,5,1,6,207,73,73,13,7,28,32,3,20,40,19,3,5,10,6,5,24,11,5,4,2,1,5,0,1,56,29,1,1,51,2,0,4,10,7,2,4,1,1,1,1,2,0,1,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
46 - Μεσσηνίας,150 E.T. Δήμου Καλαμάτας,387,241,4,0,4,237,109,109,15,24,30,33,7,51,45,18,1,5,4,14,0,25,26,9,10,4,0,2,3,1,15,7,1,2,5,3,1,1,7,1,1,1,1,1,2,1,9,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,1,0,0,0,3,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,2,0,3,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,3
46 - Μεσσηνίας,151 E.T. Δήμου Καλαμάτας,339,200,3,0,3,197,60,60,9,12,22,14,8,20,61,29,3,9,9,12,2,34,8,4,0,2,1,3,0,0,45,32,1,3,25,0,1,7,3,2,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,1,7,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,152 E.T. Δήμου Καλαμάτας,526,289,8,1,9,280,108,108,18,33,31,19,8,54,84,12,2,16,21,20,7,38,21,8,10,1,2,3,5,1,8,5,1,0,0,0,0,0,13,3,2,1,3,4,4,0,9,2,3,0,1,3,1,1,3,1,3,2,0,0,0,0,0,5,0,1,2,0,0,0,0,2,1,2,1,0,0,1,0,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,3,1,3,2,2,2,2,1,0,0,0,2,2,1,1,4,2
46 - Μεσσηνίας,153 E.T. Δήμου Καλαμάτας,544,330,4,3,7,323,136,136,18,31,40,36,13,53,75,19,2,12,10,34,12,37,34,5,12,1,1,2,22,9,18,7,1,0,5,3,0,5,18,7,6,3,5,2,1,2,9,1,1,0,3,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,1,1,0,0,0,0,3,2,3,3,1,2,2,2,2,1,0,0,0,2,2,1,0,1,0,0,0,0,0,9,6
46 - Μεσσηνίας,154 E.T. Δήμου Καλαμάτας,290,207,0,1,1,206,102,102,49,17,34,29,4,28,41,10,2,1,16,18,3,9,4,0,1,1,0,3,0,0,7,5,0,0,3,1,0,3,6,3,0,0,1,1,0,0,7,1,3,0,0,1,1,1,5,2,3,2,0,0,0,0,0,4,2,0,2,0,0,0,1,1,0,2,1,1,0,0,1,8,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,1,2,1,1,0,1,1,2,0,0,0,8,2
46 - Μεσσηνίας,155 E.T. Δήμου Καλαμάτας,312,212,6,1,7,205,149,149,55,27,36,55,9,41,18,1,0,2,4,10,1,8,11,2,2,0,3,3,1,0,3,0,0,1,1,0,0,0,5,0,0,1,1,0,1,0,2,1,0,1,0,1,1,0,5,4,4,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
46 - Μεσσηνίας,156 E.T. Δήμου Καλαμάτας,333,238,2,0,2,236,126,126,51,24,49,31,5,37,46,7,2,3,14,18,5,33,11,5,3,0,4,3,1,0,4,2,4,0,2,0,0,0,10,2,1,2,3,1,0,2,5,1,0,1,0,1,0,1,13,4,12,3,0,0,0,0,0,1,1,0,1,0,0,0,0,4,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,2,2,0,0,1,1,1,1,1,1,1,0,0,0,1,3,1,0,0,2,2
46 - Μεσσηνίας,157 E.T. Δήμου Καλαμάτας,355,251,4,0,4,247,128,128,48,15,52,38,3,42,40,8,4,6,8,17,3,19,20,6,2,7,3,3,5,1,6,4,1,1,1,0,0,2,8,1,2,0,2,4,1,0,9,1,2,1,0,2,2,3,9,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,1,0,1,0,0,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0,2,1,2,2,0,0,0,0,0,3,2,0,0,4,3
46 - Μεσσηνίας,158 E.T. Δήμου Καλαμάτας,500,306,7,1,8,298,142,142,21,17,52,58,15,39,60,13,2,2,17,33,5,21,20,5,12,4,2,3,5,0,14,2,0,2,0,0,1,4,15,2,2,1,0,6,2,1,6,0,3,0,0,3,0,2,5,3,3,1,1,1,1,0,0,5,1,2,4,1,0,0,1,2,2,2,0,1,0,0,1,8,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,1,6,5,3,0,0,0,0,0,0,1,0,0,0,4,3
46 - Μεσσηνίας,159 E.T. Δήμου Καλαμάτας,262,114,5,1,6,108,62,62,15,11,29,12,2,27,22,7,0,6,5,7,1,7,5,0,2,1,1,1,0,0,4,3,0,0,3,0,0,1,3,1,1,0,1,2,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,160 E.T. Δήμου Καλαμάτας,229,101,0,2,2,99,56,56,10,10,25,16,1,32,22,4,1,1,5,10,0,15,6,1,3,2,1,0,0,1,1,1,1,0,0,0,0,0,3,3,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,161 E.T. Δήμου Καλαμάτας,413,290,3,3,6,284,143,143,19,20,59,42,12,46,78,14,3,17,16,27,7,44,10,2,0,1,0,0,1,0,17,7,4,0,4,4,2,4,4,3,1,1,1,1,0,0,10,1,1,0,0,2,1,1,4,2,4,1,0,0,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4
