ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΑΝΟΗΛΙΑ ΜΑΡΙΑ του Χρήστου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,ΣΥΡΙΖΑ,ΒΟΥΤΥΡΑΚΟΥ ΔΙΑΛΕΚΤΗ ΑΘΗΝΑ (ΔΙΑΝΑ) του Κωνσταντίνου,ΝΕΦΕΛΟΥΔΗΣ ΑΝΔΡΕΑΣ του Παύλου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα Αριστοτέλη,ΠΑΠΠΑ ΠΑΝΑΓΙΩΤΑ του Χαράλαμπου,ΣΤΕΦΑΤΟΥ ΔΙΟΝΥΣΙΑ του Παναγή,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΟΥΓΙΑΝΤΖΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΕΡΟΥΚΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Παντελή,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΧΑΤΖΗΛΕΡΗΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,ΘΕΟΔΩΡΟΥ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Παναγιώτη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΤΣΟΚΑΝΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΔΗΜΗΤΡΙΟΣ του Στέλιου,ΛΥΚΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Χαράλαμπου,ΣΑΒΒΙΔΟΥ ΔΕΣΠΟΙΝΑ του Χρήστου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλέξανδρου,ΤΑΤΜΙΧΑΛΗΣ ΑΝΔΡΕΑΣ του Φίλιππου,ΤΟΛΗ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΓΙΟΜΥΡΓΙΑΝΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΛΕΝΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΚΑΛΥΒΑΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΚΛΩΚΑ ΜΑΡΙΑΝΕΛΛΑ του Γεωργίου,ΠΟΛΥΧΡΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Πολυχρόνη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΑΠΟΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΚΑΡΥΑΝΔΗ ΑΘΗΝΑ του Αντωνίου,ΛΑΜΠΡΟΥ ΜΙΧΑΗΛ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΟΓΙΑ ΜΑΡΙΝΑ του Γεωργίου,ΤΣΟΠΕΛΑΚΗΣ ΗΡΑΚΛΗΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΜΠΑΡΔΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΚΙΟΚΑΣ ΑΓΓΕΛΟΣ του Αναργύρου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΙΑ) του Γεωργίου,ΖΟΥΠΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΥΔΩΡΟΣ  ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΡΙΧΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παύλου,Κίνημα 21,ΘΩΜΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΟΥ ΑΛΑΤΑ ΧΡΙΣΤΙΝΑ ΕΛΕΝΗ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΤΑΤΙΑΝΑ του Ιωάννη,ΜΠΟΥΣΜΠΟΥΚΕΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΠΟΝΗΡΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΝΙΚΗ,ΑΜΠΑΔΟΓΙΑΝΝΗ ΕΥΑΝΘΙΑ του Νικολάου,ΚΟΤΣΟΧΕΙΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΥ ΓΕΩΡΓΙΑ του Ευάγγελου,ΠΑΛΑΙΤΣΑΚΗΣ ΓΙΩΡΓΟΣ του Ιωάννη,ΣΥΜΠΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΤΣΑΝΕΚΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,κοινωνία αξιών,ΚΑΛΟΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΡΩΪΜΟΠΟΥΛΟΥ ΤΟΥΡΦΑΝΤΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,Ο.Α.Κ.Κ.Ε.,ΓΟΥΡΝΑΣ ΠΙΕΡΡΟΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΑΡΓΥΡΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αργυρίου,Ελλήνων Συνέλευσις,ΜΑΥΡΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Συμεών,ΠΑΠΑΓΕΩΡΓΙΟΥ ΕΛΕΝΗ του Γεωργίου,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Ευάγγελου,ΡΕΝΤΟΥΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΣΟΛΕΡΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΚΟΚΚΙΝΑΣ ΝΙΚΟΛΑΟΣ του Τιμόθεου,ΜΕΝΤΕΣΙΔΟΥ ΕΡΑΣΜΙΑ του Κυριάκου,ΠΑΠΑΘΕΟΥ ΑΛΕΞΑΝΔΡΑ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΑΛΙΩΤΗΣ ΝΙΚΟΣ του Στυλιανού,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΘΑΝΑΣΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΑΡΕΤΑ ΛΗΤΩ του Αθανασίου,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΙΝΙΩΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΦΡΑΝΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΩΝΣΤΑΝΤΑ ΕΥΑΓΓΕΛΙΑ του Μηνά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΑΝΝΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΚΑΝΙΑΡΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΚΤΣΗ ΕΛΕΝΗ του Νικολάου,ΔΗΜΗΤΡΙΑΔΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΚΡΙΕΚΟΥΚΗ ΑΝΑΣΤΑΣΙΑ του Θεοδώρου,ΝΤΟΥΡΟΣ ΝΙΚΟΛΑΟΣ του Σωτηρίου,ΤΑΝΤΟΥΡΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωσήφ,Οικολόγοι Πράσινοι,ΠΑΠΑΔΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΕΑΝ...,ΠΑΪΤΕΡΗΣ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΗΤΡΙΑΔΟΥ ΜΑΡΙΑ του Σάββα,ΚΑΡΑΓΙΑΝΝΟΠΟΥΛΟΣ ΝΕΚΤΑΡΙΟΣ του Παρασκευά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΡΙΤΣΗ ΑΝΑΣΤΑΣΙΑ του Σάββα,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,163 E.T. Δήμου Μεγαρέων,548,401,4,2,6,395,200,157,27,6,87,14,22,56,13,7,7,6,11,29,43,10,3,4,7,31,1,23,7,0,9,0,6,0,18,9,3,6,2,0,4,14,6,5,1,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,7,4,1,0,3,8,1,0,1,7,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,10,8,5
64 - Β' Δυτικής Αττικής,164 E.T. Δήμου Μεγαρέων,541,355,5,2,7,348,166,127,30,10,77,15,28,72,13,9,10,13,9,39,39,10,2,1,1,33,3,20,6,1,9,1,1,2,13,7,2,3,5,0,1,7,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,2,2,1,3,2,0,0,0,7,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,4,3
64 - Β' Δυτικής Αττικής,165 E.T. Δήμου Μεγαρέων,546,393,6,1,7,386,232,164,34,11,114,15,32,50,13,5,5,6,13,26,24,1,0,2,3,18,0,18,0,0,10,1,2,0,11,4,3,2,2,1,2,10,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,1,0,0,0,0,0,8,1,1,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,4,0,0,0,0,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,7,7
64 - Β' Δυτικής Αττικής,166 E.T. Δήμου Μεγαρέων,536,356,3,0,3,353,195,150,32,6,101,9,30,63,18,15,6,13,7,25,29,5,0,5,5,23,1,14,3,2,12,0,6,0,9,5,0,3,4,2,1,10,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,2,1,0,0,0,0,8,1,0,2,6,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,4,2,3
64 - Β' Δυτικής Αττικής,167 E.T. Δήμου Μεγαρέων,538,347,28,1,29,318,171,126,20,9,67,12,36,42,7,10,7,11,9,18,26,1,1,0,4,21,1,14,5,0,4,1,2,0,20,10,2,5,5,0,3,10,6,1,0,4,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,4,4,2,1,0,0,0,1,9,1,2,1,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,2,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,3
64 - Β' Δυτικής Αττικής,168 E.T. Δήμου Μεγαρέων,550,389,3,2,5,384,208,143,28,11,93,19,37,39,15,5,5,5,8,17,37,8,3,7,1,24,3,11,3,0,6,2,1,1,21,11,2,5,5,1,6,8,2,1,0,3,2,6,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,4,4,2,0,1,0,1,9,3,0,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,7,2,2,6,0,0,0,0,0,0,1,1,1,1,0,1,0,0,3,2,0,0,0,0,0,15,11,8
64 - Β' Δυτικής Αττικής,169 E.T. Δήμου Μεγαρέων,541,406,4,2,6,400,209,146,48,7,103,8,29,56,20,8,6,10,8,33,44,16,13,3,2,34,1,15,11,0,13,0,3,0,11,4,2,3,2,0,2,13,8,2,0,0,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,1,3,2,1,0,2,15,0,1,1,10,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,2,2,0,0,0,0,0,8,2,2
64 - Β' Δυτικής Αττικής,170 E.T. Δήμου Μεγαρέων,564,411,21,2,23,388,203,144,30,5,88,13,47,66,16,12,9,10,12,29,34,15,2,5,2,25,0,16,5,0,9,3,6,0,14,2,2,4,3,0,8,13,6,3,1,2,3,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,2,2,2,0,0,1,8,1,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,9,6,1
64 - Β' Δυτικής Αττικής,171 E.T. Δήμου Μεγαρέων,555,384,5,1,6,378,171,119,35,10,70,8,22,94,18,12,8,11,16,51,25,6,2,1,3,14,1,19,5,1,10,0,4,0,14,6,4,3,6,0,2,11,8,0,0,0,8,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,0,0,7,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,2,2,1,1,0,12,8,5
64 - Β' Δυτικής Αττικής,172 E.T. Δήμου Μεγαρέων,539,381,12,0,12,369,180,131,29,9,85,15,23,61,24,5,5,12,16,34,43,10,3,9,6,26,0,17,5,2,11,3,2,1,15,4,2,2,8,0,3,13,7,3,1,3,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,5,1,0,2,2,0,0,2,11,4,1,4,4,3,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,9,6
64 - Β' Δυτικής Αττικής,173 E.T. Δήμου Μεγαρέων,532,355,12,2,14,341,170,111,33,6,84,9,18,59,10,9,5,11,15,39,28,11,0,3,4,14,2,22,8,2,13,3,5,1,12,5,2,6,3,0,4,16,12,5,1,6,5,3,3,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1,2,0,0,0,1,5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,2,0,0,2,0,1,0,0,1,1,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,7,5,6
64 - Β' Δυτικής Αττικής,174 E.T. Δήμου Μεγαρέων,567,357,12,2,14,343,174,125,31,4,75,14,27,76,15,13,5,11,24,34,21,6,6,0,1,15,1,11,3,0,8,2,3,0,12,5,1,3,3,1,5,9,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0,0,1,11,1,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,1,1,1,0,0,11,6,4
64 - Β' Δυτικής Αττικής,175 E.T. Δήμου Μεγαρέων,590,484,6,4,10,474,246,143,49,23,110,14,38,78,23,9,10,17,9,40,39,20,2,4,15,6,6,38,29,3,22,1,3,3,20,4,1,2,11,0,5,11,2,2,2,5,3,2,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,9,2,0,6,2,1,1,0,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12,9,6
64 - Β' Δυτικής Αττικής,176 E.T. Δήμου Μεγαρέων,527,387,18,1,19,368,146,73,37,13,46,19,39,73,29,7,7,25,14,31,29,13,2,4,0,11,3,28,5,2,17,5,13,2,19,16,4,1,0,1,1,12,3,4,0,4,0,1,1,1,0,1,1,0,1,0,0,2,1,0,1,1,1,0,4,2,3,2,1,1,1,0,0,19,2,2,1,6,12,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,2,0,1,0,1,0,4,4,0,0,1,1,1,15,10,6
64 - Β' Δυτικής Αττικής,177 E.T. Δήμου Μεγαρέων,538,411,9,4,13,398,198,72,56,22,87,16,48,62,11,9,9,26,13,31,20,8,2,1,3,9,4,22,6,1,11,3,8,3,24,13,2,8,2,1,6,10,3,6,1,2,3,5,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,1,2,0,2,10,2,2,1,2,6,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,2,1,1,2,2,2,4,0,0,3,1,3,0,0,2,2,2,1,1,1,0,1,0,0,5,2,2,1,2,2,2,14,13,9
64 - Β' Δυτικής Αττικής,178 E.T. Δήμου Μεγαρέων,526,389,6,0,6,383,168,82,41,9,71,13,46,62,13,2,12,28,9,28,19,8,3,2,2,7,3,31,6,1,21,2,19,1,24,17,5,2,0,2,3,18,7,5,3,3,8,2,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,5,2,1,0,4,3,0,1,3,14,5,1,3,2,7,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,1,0,0,0,1,1,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0,0,15,12,12
64 - Β' Δυτικής Αττικής,179 E.T. Δήμου Μεγαρέων,526,426,5,5,10,416,197,88,63,16,78,24,48,53,9,4,7,21,9,29,22,8,4,3,3,8,2,22,4,0,11,5,8,2,34,28,6,7,2,0,4,8,2,3,1,2,3,4,0,4,4,0,0,0,0,0,0,6,2,1,1,3,1,2,7,5,7,5,1,0,1,0,1,20,9,4,4,5,9,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,1,2,2,1,8,5,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1,0,1,13,10,8
64 - Β' Δυτικής Αττικής,180 E.T. Δήμου Μεγαρέων,518,458,24,4,28,430,171,81,44,21,72,11,48,75,20,6,10,21,19,38,36,8,5,6,6,16,6,16,6,1,7,3,4,5,40,28,6,7,1,1,6,12,3,4,0,2,1,2,1,2,1,2,1,1,0,0,0,1,0,0,1,0,0,1,7,2,3,1,8,3,2,3,6,11,7,3,3,1,2,0,0,0,0,1,1,0,0,0,0,3,0,0,3,2,1,0,0,0,0,1,1,3,2,1,1,0,0,0,0,2,2,2,0,2,2,0,2,0,0,7,4,1,1,1,0,0,23,14,14
64 - Β' Δυτικής Αττικής,181 E.T. Δήμου Μεγαρέων,521,354,14,0,14,340,140,74,44,3,56,10,22,76,23,6,9,20,27,38,28,14,1,5,1,12,7,17,2,0,10,5,4,1,15,8,2,3,1,0,3,11,0,4,1,5,1,6,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,1,0,0,1,11,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,1,4,0,0,0,0,4,0,0,1,0,1,1,1,1,0,0,0,1,4,1,2,2,1,0,0,6,3,3
64 - Β' Δυτικής Αττικής,182 E.T. Δήμου Μεγαρέων,532,350,15,3,18,332,153,87,27,8,64,15,35,55,14,7,12,13,11,22,24,12,0,2,6,10,0,15,2,1,7,0,3,0,20,16,1,3,0,0,3,13,4,5,3,3,1,3,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0,1,3,0,4,1,3,2,2,0,0,11,2,0,2,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,13,7,4
64 - Β' Δυτικής Αττικής,183 E.T. Δήμου Μεγαρέων,526,363,7,2,9,354,149,56,38,9,62,16,31,66,13,10,8,32,11,24,22,5,0,0,3,8,1,21,6,0,11,5,7,1,34,25,6,4,2,1,6,5,0,2,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,16,5,1,2,4,9,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,7,2,0,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,7,3,2,1,2,1,1,10,6,4
64 - Β' Δυτικής Αττικής,184 E.T. Δήμου Μεγαρέων,523,365,11,0,11,354,160,84,36,13,66,22,24,53,17,8,5,14,10,15,23,7,0,1,2,12,6,26,2,2,17,5,14,4,19,16,4,3,2,0,1,15,7,4,1,4,2,3,2,2,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,2,1,3,2,1,0,1,16,8,0,3,7,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,7,0,1,3,0,5,0,0,5,4,2,0,1,1,0,1,0,0,0,0,2,2,0,0,0,9,6,5
64 - Β' Δυτικής Αττικής,185 E.T. Δήμου Μεγαρέων,527,349,8,3,11,338,124,56,45,10,50,17,27,66,27,14,7,19,8,35,26,11,4,4,4,11,3,21,4,1,12,6,10,0,27,23,5,2,1,0,3,8,3,4,2,1,2,4,2,2,2,0,0,0,0,0,0,3,0,0,1,1,0,0,2,1,4,2,4,1,3,1,1,15,3,2,3,4,7,0,0,1,1,2,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,7,2,0,2,2,5,1,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,13,9,8
64 - Β' Δυτικής Αττικής,186 E.T. Δήμου Μεγαρέων,527,348,14,1,15,333,116,54,17,11,52,17,20,83,20,6,10,20,19,41,23,6,2,4,6,4,1,20,4,3,8,3,4,4,33,26,3,2,0,0,1,7,5,0,1,1,3,6,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,20,5,0,6,6,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,2,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,4,4
64 - Β' Δυτικής Αττικής,187 E.T. Δήμου Μεγαρέων,514,360,10,1,11,349,149,69,30,8,61,11,34,72,11,5,6,33,14,31,23,8,2,1,3,7,2,18,4,0,11,2,7,1,18,10,2,2,3,2,2,10,6,3,0,4,1,2,0,2,1,2,1,2,1,1,0,6,0,2,2,1,0,1,1,0,2,2,0,0,0,0,0,7,2,0,1,1,6,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1,1,1,0,0,1,0,0,12,0,0,1,0,12,1,1,4,2,2,2,0,0,0,0,0,0,5,3,0,0,0,0,0,9,3,4
64 - Β' Δυτικής Αττικής,188 E.T. Δήμου Φυλής,556,371,15,2,17,354,113,40,29,14,56,10,27,108,32,18,20,23,54,42,16,4,0,4,5,4,9,32,3,2,5,27,6,1,18,8,5,6,4,3,5,10,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,5,4,1,1,1,1,1,1,1,5,4,2,1,1,0,0,11,8,1,3,3,4,0,0,0,0,2,2,0,0,0,0,3,2,1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0,1,0,0,15,12,8
64 - Β' Δυτικής Αττικής,189 E.T. Δήμου Φυλής,550,356,14,2,16,340,116,30,39,20,42,18,25,72,20,14,15,11,12,38,20,10,2,3,8,1,10,47,7,1,3,33,13,6,22,10,9,9,3,1,5,8,5,6,1,3,1,5,5,2,3,0,0,0,0,0,0,2,0,2,1,0,0,0,1,1,6,5,1,0,0,0,0,10,7,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,7,6,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,3,3,2,1,0,9,7,5
64 - Β' Δυτικής Αττικής,190 E.T. Δήμου Φυλής,543,367,14,0,14,353,139,37,43,19,59,19,38,64,13,10,13,5,17,30,31,8,3,2,4,8,20,30,3,2,6,22,5,1,22,9,5,6,2,2,7,3,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,2,1,3,0,0,0,0,6,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,9,7,0,0,0,1,1,1,0,0,0,0,3,0,2,1,1,0,3,2,1,1,0,0,0,25,18,12
