ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,70 E.T. Δήμου Βόλου,471,300,8,1,9,291,145,9,1,30,39,24,56,49,39,8,10,16,16,5,1,6,30,11,4,3,1,5,13,3,16,2,2,4,8,1,2,0,8,3,0,0,2,1,2,2,12,1,7,0,1,0,2,1,6,5,1,0,1,1,0,0,3,1,1,1,1,1,0,1,0,0,2,1,1,1,0,6,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,9,0,4,1,2,0,2,2
23 - Μαγνησίας,71 E.T. Δήμου Βόλου,532,374,6,3,9,365,130,10,4,27,47,23,36,58,85,12,14,37,38,14,1,7,23,1,2,2,3,3,6,10,18,1,4,0,5,1,7,2,12,9,1,2,1,0,1,2,19,4,5,2,3,1,0,2,1,1,0,0,0,0,0,0,5,2,0,0,0,1,2,1,2,2,4,4,5,2,1,13,3,1,2,5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,8,1,1,3,1,1,0,0,0,0,7,7,1,2,2,3,0,2,1,0,1,2,3,3,1,1,6,6,13,2,1,0,7,3,3,3
23 - Μαγνησίας,72 E.T. Δήμου Βόλου,525,358,2,2,4,354,130,5,2,32,31,38,22,53,73,8,18,29,25,17,2,10,26,4,5,3,1,4,4,7,30,8,5,8,7,6,10,6,8,4,0,0,0,2,2,2,20,3,9,0,1,1,3,4,2,1,1,1,0,1,1,0,4,0,0,0,0,1,0,0,2,1,1,1,2,1,0,13,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,6,3,2,1,0,0,0,0,0,0,4,3,3,2,1,0,0,0,0,0,0,0,4,1,1,0,1,0,21,2,4,3,5,1,7,3
23 - Μαγνησίας,73 E.T. Δήμου Βόλου,525,332,4,3,7,325,124,5,0,32,35,24,32,52,71,10,7,21,31,8,3,18,28,7,3,5,4,3,4,13,22,2,6,5,7,3,7,4,13,11,4,1,1,2,3,0,13,2,5,2,3,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,4,1,0,14,8,2,3,1,9,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,3,1,2,2,0,0,0,0,1,1,1,1,1,3,2,2,1,0,0,1,0,0,6,2,1,0,0,0,7,0,3,1,0,0,0,3
23 - Μαγνησίας,74 E.T. Δήμου Βόλου,521,352,5,2,7,345,141,12,0,34,47,15,48,62,64,5,9,23,23,13,2,16,27,6,6,0,6,0,6,9,33,2,12,1,9,2,11,5,12,8,1,0,1,2,5,1,16,2,2,4,6,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,11,5,4,2,2,4,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,4,0,3,2,0,0,0,0,1,0,3,1,2,0,0,3,0,1,0,0,0,1,2,0,0,0,1,1,16,5,2,0,1,2,3,2
23 - Μαγνησίας,75 E.T. Δήμου Βόλου,528,399,4,3,7,392,171,5,5,29,58,25,56,64,71,11,10,37,19,9,1,16,32,1,7,2,8,1,5,14,26,2,7,2,8,4,10,3,16,4,1,2,0,2,5,1,7,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,17,6,2,5,3,11,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,1,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,2,1,1,0,26,2,9,6,5,7,4,5
23 - Μαγνησίας,76 E.T. Δήμου Βόλου,541,383,2,1,3,380,125,9,1,36,31,22,54,41,71,7,14,25,31,8,3,16,39,9,13,5,7,1,6,16,29,1,4,4,6,3,9,4,10,6,4,0,0,0,1,0,23,4,7,2,5,0,7,3,2,2,2,0,0,1,0,0,6,3,1,2,0,1,0,3,1,1,3,1,4,2,1,18,11,3,3,5,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,6,1,5,3,1,0,0,0,3,1,4,1,4,2,2,1,0,0,0,0,1,1,4,1,0,0,1,1,21,2,6,3,5,3,8,4
23 - Μαγνησίας,77 E.T. Δήμου Βόλου,514,354,7,1,8,346,111,7,3,34,35,8,28,48,65,1,7,26,18,11,1,13,27,6,2,2,2,3,4,11,33,7,3,2,10,3,8,11,12,3,1,1,1,3,3,0,20,2,7,4,4,1,4,3,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,7,1,3,2,2,26,17,5,3,2,15,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,11,3,6,1,3,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,1,15,1,2,2,5,1,2,0
23 - Μαγνησίας,78 E.T. Δήμου Βόλου,524,337,7,4,11,326,113,7,2,21,41,17,35,42,67,16,14,22,18,10,2,17,25,5,2,2,2,1,1,8,31,4,7,2,7,4,6,5,16,7,0,0,2,0,4,3,8,4,1,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,4,3,1,18,8,4,0,5,6,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,5,2,1,0,1,0,0,0,1,1,1,1,0,2,2,1,1,1,0,0,0,0,1,0,0,0,2,2,24,4,5,3,2,3,4,4
23 - Μαγνησίας,79 E.T. Δήμου Βόλου,522,350,7,5,12,338,139,10,3,37,43,23,36,61,69,11,13,31,21,12,0,6,17,5,5,1,4,1,4,6,23,4,1,6,12,2,9,3,13,10,1,0,1,0,6,1,13,3,6,2,1,0,2,2,3,3,1,1,0,1,0,0,4,0,1,1,0,0,0,0,1,1,1,1,3,2,0,10,5,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,0,0,0,0,1,1,5,4,2,2,1,3,2,2,0,1,0,1,1,0,1,1,1,1,21,1,1,4,4,1,6,3
23 - Μαγνησίας,80 E.T. Δήμου Βόλου,512,336,8,4,12,324,132,8,3,33,55,17,37,52,52,3,12,24,23,8,1,14,26,10,4,3,8,1,6,5,31,4,10,7,9,1,13,3,11,3,1,0,1,0,1,0,18,1,7,5,1,0,5,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,1,2,2,3,3,1,10,5,2,1,1,4,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,2,5,4,0,0,0,0,1,1,4,4,3,0,0,1,0,1,0,1,0,0,2,0,3,1,0,0,14,4,2,0,1,2,2,4
23 - Μαγνησίας,81 E.T. Δήμου Βόλου,527,354,6,2,8,346,137,5,3,27,43,19,40,67,63,9,11,28,31,8,6,16,43,10,10,2,3,2,7,20,31,5,5,3,9,5,8,8,9,4,1,1,1,2,1,0,8,1,3,2,1,1,4,1,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,2,1,0,7,4,2,0,1,9,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,21,2,5,2,4,1,6,3
23 - Μαγνησίας,82 E.T. Δήμου Βόλου,526,364,11,2,13,351,145,9,2,47,45,19,40,52,71,6,19,23,29,8,5,15,18,2,6,2,6,2,2,2,30,2,6,2,7,6,11,4,8,6,1,2,1,1,3,1,16,0,7,2,3,0,1,1,3,2,1,0,0,0,0,0,3,1,1,1,0,1,0,0,2,2,1,1,4,3,2,15,9,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,0,1,0,1,0,0,0,0,4,2,4,3,3,0,0,0,0,0,0,0,6,3,2,2,2,1,13,3,4,1,1,2,2,2
23 - Μαγνησίας,83 E.T. Δήμου Βόλου,523,360,12,2,14,346,130,11,6,32,37,24,41,56,78,13,15,32,31,12,3,19,27,10,6,2,4,1,5,12,23,2,6,2,5,1,12,8,16,9,5,0,0,2,4,0,12,2,5,1,0,1,3,1,0,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2,1,1,4,3,2,13,6,1,2,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,0,4,2,1,2,2,2,1,2,0,0,0,0,1,0,2,0,0,0,20,6,3,2,4,3,1,6
23 - Μαγνησίας,84 E.T. Δήμου Βόλου,526,359,11,3,14,345,123,9,5,30,34,22,37,58,74,6,12,22,34,13,3,26,29,7,5,7,9,1,7,9,31,2,5,4,10,6,8,5,13,9,1,2,1,2,3,1,21,3,9,2,4,2,6,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,2,2,1,1,1,12,5,4,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,2,0,0,10,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,3,0,0,0,12,1,4,1,3,3,4,3
23 - Μαγνησίας,85 E.T. Δήμου Βόλου,469,322,5,4,9,313,113,4,4,30,22,18,41,51,54,10,8,19,21,8,3,17,29,7,8,3,7,4,7,6,27,3,3,5,4,4,8,5,10,7,1,1,0,1,3,1,19,3,4,7,3,2,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,1,0,3,1,2,16,4,5,4,2,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,5,5,6,3,1,0,14,0,1,1,2,0,0,2
23 - Μαγνησίας,86 E.T. Δήμου Βόλου,538,367,6,3,9,358,174,15,4,41,60,26,47,67,62,13,12,20,18,17,3,11,21,4,4,2,1,1,7,7,19,1,3,1,6,3,5,2,12,7,2,0,0,1,1,2,14,1,5,0,1,0,3,2,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,2,1,2,1,3,2,1,12,5,1,1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,5,1,5,4,3,1,0,0,0,0,0,0,5,3,0,0,0,0,12,0,2,2,0,8,1,5
23 - Μαγνησίας,87 E.T. Δήμου Βόλου,553,374,2,0,2,372,156,7,3,49,48,20,56,67,99,11,27,33,38,10,9,22,25,7,4,1,8,0,7,7,24,3,2,6,5,7,6,4,21,6,4,0,2,2,2,2,11,0,2,3,1,0,4,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,2,1,1,1,1,1,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,3,2,0,0,1,1,11,1,3,2,2,1,4,1
23 - Μαγνησίας,88 E.T. Δήμου Βόλου,540,387,8,3,11,376,170,5,4,44,50,22,59,71,87,9,23,35,36,6,4,20,27,7,8,2,4,2,3,11,12,1,2,3,3,0,2,2,12,4,2,1,4,2,2,2,14,2,1,2,7,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,2,2,3,3,9,5,3,8,5,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,4,3,2,1,0,0,13,1,2,2,4,3,3,1
23 - Μαγνησίας,89 E.T. Δήμου Βόλου,541,404,6,4,10,394,172,8,8,36,42,27,61,77,77,10,19,33,24,11,2,15,29,6,9,0,2,3,2,11,25,6,2,4,11,3,5,1,14,6,3,1,1,0,6,1,16,1,10,2,2,1,2,0,2,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,4,4,5,1,1,16,7,2,4,1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,4,3,1,0,0,3,2,1,0,0,0,2,5,3,1,1,1,1,10,0,1,1,2,3,2,2
23 - Μαγνησίας,90 E.T. Δήμου Βόλου,529,365,5,3,8,357,161,7,5,35,44,19,51,78,59,8,11,24,17,10,4,18,34,8,12,5,3,2,6,7,37,8,10,9,10,4,7,6,17,6,1,0,0,1,11,4,11,1,5,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,3,1,8,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,1,1,0,0,3,1,0
23 - Μαγνησίας,91 E.T. Δήμου Βόλου,536,362,8,3,11,351,164,13,10,29,55,32,53,81,55,11,12,14,14,13,6,8,20,3,4,2,5,1,4,9,19,3,2,4,10,5,2,5,14,4,2,3,3,1,8,0,11,2,1,3,2,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,2,2,1,3,4,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,9,2,4,3,0,0,0,0,2,2,4,4,3,3,3,4,0,3,0,1,0,0,4,4,1,1,0,0,21,3,7,1,8,5,3,3
23 - Μαγνησίας,92 E.T. Δήμου Βόλου,535,361,5,2,7,354,160,9,7,34,62,21,45,74,64,9,14,25,21,8,3,13,36,11,6,1,7,2,7,10,32,2,8,6,10,5,6,1,13,8,2,0,1,2,4,2,11,1,2,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,7,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,1,0,0,1,1,2,1,1,1,0,1,0,1,0,0,0,0,3,1,1,0,0,0,14,3,4,1,3,4,3,4
23 - Μαγνησίας,93 E.T. Δήμου Βόλου,528,356,7,5,12,344,167,9,4,38,54,29,88,74,65,11,16,19,21,12,3,21,23,5,10,2,6,1,5,5,23,1,4,2,12,4,3,2,7,3,1,0,1,0,2,0,11,0,8,0,3,0,3,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,5,3,3,14,8,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,1,1,7,3,4,1,3,0,1,1,1,1,0,0,0,7,0,1,0,1,2,2,2
23 - Μαγνησίας,94 E.T. Δήμου Βόλου,552,357,6,1,7,350,124,7,6,31,41,14,59,52,82,11,10,41,35,13,2,17,30,9,7,3,5,1,7,13,20,4,1,8,4,4,4,3,9,6,1,3,0,0,1,1,9,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,1,0,4,2,1,0,3,3,2,18,8,2,3,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,3,3,2,1,0,0,0,4,3,4,1,3,0,0,4,1,1,0,0,1,0,6,3,3,0,1,1,16,5,7,3,7,2,0,1
