ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΥΛΚΟΥΔΙΝΑΣ ΣΠΥΡΙΔΩΝ του Ευριπίδη,ΜΑΝΗ-ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΝΝΑ του Ευαγγέλου,ΜΠΑΡΑΛΙΑΚΟΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Ελευθερίου,ΜΠΕΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΑΒΡΟΖΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΠΗ) του Παναγιώτη,ΧΙΟΝΙΔΗΣ ΣΑΒΒΑΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Σωτηρίου,ΖΑΝΝΑΣ ΖΗΣΗΣ του Γρηγορίου,ΖΑΡΩΤΗΣ ΔΙΟΝΥΣΙΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΚΟΥΦΑ ΕΛΙΣΣΑΒΕΤ (ΜΠΕΤΤΥ) του Δημητρίου,ΧΑΪΛΑΤΖΙΔΟΥ ΘΕΟΔΟΣΙΑ (ΓΝΩΣΟΥΛΑ) του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΟΥΛΗ ΕΛΕΝΗ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Θωμά,ΚΟΥΤΡΟΥΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΜΑΛΤΖΑΡΗΣ ΙΩΑΝΝΗΣ του Αθανάσιου,ΜΙΧΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΓΟΥΡΑΣ ΑΝΔΡΕΑΣ του Νικήτα,Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΣ ΑΧΙΛΛΕΑΣ του Αθανασίου,ΚΟΥΛΑΟΥΖΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ορέστη,ΝΙΚΟΛΑΟΥ ΣΤΕΛΛΑ του Αντωνίου,ΝΤΟΤΣΙΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ανδρέα,ΠΑΠΑΓΕΩΡΓΙΟΥ ΑΡΧΟΝΤΙΑ του Ηλία,ΤΗΛΕΓΡΑΦΟΥ ΑΝΑΣΤΑΣΙΑ του Παντελή,Ελληνική Λύση - Κ. Βελόπουλος,ΖΕΪΜΠΕΚΗΣ ΝΙΚΟΛΑΟΣ του Κυριάκου,ΖΕΡΒΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΚΑΛΑΪΤΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιορδάνη,ΚΑΡΑΦΟΥΛΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΝΙΚΟΛΑΪΔΟΥ ΜΑΡΙΑ του Φίλιππου,ΤΣΙΟΜΠΑΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΟΥΖΟΥΚΛΙΔΟΥ ΣΩΤΗΡΙΑ του Αλέξανδρου,ΣΤΑΘΑΚΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Κωνσταντίνου,ΧΑΪΔΑΛΗΣ ΘΕΟΛΟΓΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΣΤΙΚΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Ηλία,Ο.Κ.Δ.Ε.,ΦΟΥΡΝΟΤΖΗΣ ΑΓΓΕΛΟΣ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΡΑΚΩΣΤΑ ΘΕΟΚΛΕΙΑ του Δημητρίου,ΠΛΙΑΤΣΙΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,Κίνημα 21,ΤΡΑΝΤΗΣ ΑΠΟΣΤΟΛΟΣ του Αριστείδη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗΣ ΑΡΓΥΡΙΟΣ του Μιχαήλ,ΜΠΟΧΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΝΤΙΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΦΙΛΙΠΠΟΥ ΠΑΝΑΓΙΩΤΑ του Ερμή,ΝΙΚΗ,ΔΕΛΒΕΡΟΥΔΗΣ ΚΟΜΝΗΝΟΣ του Βαγιάνου,ΙΝΤΖΕΣ ΙΩΑΝΝΗΣ του Μόσχου,ΚΑΖΕΠΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΡΑΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Ελευθερίου,ΤΣΕΡΤΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,κοινωνία αξιών,ΘΗΡΑΙΟΣ ΜΙΧΑΗΛ του Ιακώβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΝΙΚΗΤΑ ΚΡΥΣΤΑΛΛΕΝΙΑ του Νικολάου,ΧΩΡΙΚΗΣ ΣΤΥΛΙΑΝΟΣ του Θεόδωρου,Ο.Α.Κ.Κ.Ε.,ΚΕΧΑΓΙΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ελλήνων Συνέλευσις,ΚΟΥΤΡΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΡΑΧΑΝΑ ΑΝΔΡΟΝΙΚΗ του Δημητρίου,Ένωση Κεντρώων,ΚΑΡΔΑΚΟΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΝΤΖΙΑΛΑ ΧΡΥΣΟΥΛΑ του Γεωργίου,ΠΑΞΙΜΑΔΗΣ ΘΕΟΔΩΡΟΣ του Αντωνίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΕΣΤΟΡΑΣ ΒΑΣΙΛΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΑΖΑΚΑΣ ΓΕΩΡΓΙΟΣ του Αστερίου,ΓΙΑΛΤΟΥΡΙΔΗΣ ΜΙΧΑΗΛ του Ευσταθίου,ΚΛΕΤΣΑ ΦΩΤΕΙΝΗ του Διονυσίου,ΜΕΝΟΥΝΟΥ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΚΡΕΠΕΤΟΥ ΝΙΚΟΛΕΤΤΑ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΥΦΑΝΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΥΝΤΟΣ ΑΝΔΡΕΑΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΣΟΥΡΜΠΑΤΗ ΠΑΡΑΣΚΕΥΗ του Λαζάρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΩΠΑΚΗ ΧΑΡΙΚΛΕΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΝΤΕΚΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Τριαντάφυλλου
13 - Πιερίας,78 E.T. Δήμου Κατερίνης,490,280,2,0,2,278,133,42,39,58,17,7,54,27,10,9,8,1,5,10,23,6,1,13,4,7,3,9,1,2,7,0,4,0,18,11,6,3,3,7,1,6,2,2,4,2,2,2,0,0,0,0,0,0,0,2,2,1,1,1,0,0,37,16,9,7,9,10,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,4,3,0,3,1,0,0,2,1,0,0,1,0,0,0,0,0,7,2
13 - Πιερίας,79 E.T. Δήμου Κατερίνης,525,327,8,2,10,317,110,36,38,53,6,3,34,50,17,13,6,2,14,18,38,3,2,15,18,16,4,17,9,3,5,0,4,1,34,14,12,6,5,8,1,8,6,2,1,2,1,0,0,0,0,0,1,0,0,0,0,5,3,2,1,0,28,7,10,3,10,6,8,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,3,2,2,0,1,0,0,0,0,2,2,1,1,2,1,2,1,2,1,9,3
13 - Πιερίας,80 E.T. Δήμου Κατερίνης,515,293,10,1,11,282,120,30,39,43,17,5,50,50,21,11,2,4,22,12,34,8,1,15,9,9,5,21,11,4,6,0,9,2,9,5,5,2,1,2,0,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,14,6,3,12,7,9,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,5,5
13 - Πιερίας,81 E.T. Δήμου Κατερίνης,520,290,6,1,7,283,106,29,37,52,13,8,33,45,12,12,6,7,11,20,33,4,1,19,7,16,4,16,11,0,6,1,5,1,14,4,4,2,0,5,0,10,3,4,2,0,2,1,0,0,1,1,0,0,0,3,3,2,1,1,0,0,33,14,8,4,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,1,1,0,0,4,4,0,0,6,3
13 - Πιερίας,82 E.T. Δήμου Κατερίνης,524,332,7,2,9,323,113,40,30,50,18,4,38,52,25,13,6,2,15,18,43,7,2,24,6,22,7,28,18,3,4,0,13,1,15,6,5,3,1,2,0,12,5,5,3,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,37,20,11,4,9,8,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,7
13 - Πιερίας,83 E.T. Δήμου Κατερίνης,531,310,5,2,7,303,86,20,29,42,10,5,35,72,26,15,7,4,25,18,40,8,2,22,10,14,3,15,10,0,2,1,7,3,18,6,5,5,1,2,1,7,7,1,5,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,34,12,15,1,8,6,7,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,3,4,0,2,3,1,1,1,4,2,1,1,0,0,0,0,0,0,10,5
13 - Πιερίας,84 E.T. Δήμου Κατερίνης,525,333,6,5,11,322,124,49,29,52,9,6,34,70,29,14,15,4,20,14,28,5,2,18,5,9,3,8,3,2,0,0,2,0,27,14,8,2,4,8,2,10,6,3,4,1,0,0,0,0,0,0,0,0,0,2,2,6,2,2,0,1,30,12,5,4,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,2,3,2,1,0,0,0,0,0,1,1,3,2,1,1,3,1
13 - Πιερίας,85 E.T. Δήμου Κατερίνης,488,302,7,2,9,293,126,41,24,46,10,10,61,48,17,12,9,7,12,11,39,3,3,25,8,7,4,12,5,2,6,0,4,0,17,5,6,1,1,3,0,6,2,2,1,0,1,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,18,10,9,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,4,4,1,0,0,0,0,0,0,2,1,1,1,1,1,0,0,8,6
13 - Πιερίας,86 E.T. Δήμου Κατερίνης,529,318,8,0,8,310,129,38,42,48,8,7,50,57,20,13,7,5,23,14,18,2,0,5,8,5,3,13,7,1,2,0,6,2,13,8,3,0,6,3,0,5,2,1,0,2,3,1,0,0,1,1,1,1,1,5,3,4,4,3,1,0,36,12,11,9,10,7,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,2,1,1,0,0,4,4,0,0,13,10
13 - Πιερίας,87 E.T. Δήμου Κατερίνης,518,312,3,2,5,307,122,41,42,62,11,7,31,44,22,9,5,5,15,11,48,3,1,19,7,26,2,13,5,0,3,0,5,2,26,7,7,3,3,9,1,5,2,3,1,0,0,0,1,0,0,0,3,3,2,3,2,2,2,2,0,0,19,5,3,6,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,0,1,1,1,0,0,2,2,1,1,1,1,2,1,9,5
13 - Πιερίας,88 E.T. Δήμου Κατερίνης,516,286,5,0,5,281,106,43,32,43,10,12,31,40,13,11,3,8,16,16,27,0,2,17,3,12,2,15,4,0,5,0,8,1,28,11,5,5,6,6,0,9,2,1,2,0,2,2,0,0,1,0,0,0,0,2,2,3,2,0,1,0,27,13,9,3,9,6,6,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,2,0,3,1,1,0,0,0,0,0,0,2,1,2,2,2,1,3,3,4,3
13 - Πιερίας,89 E.T. Δήμου Κατερίνης,524,317,10,5,15,302,117,24,42,54,7,6,44,38,11,7,9,2,12,12,32,4,2,15,12,11,6,22,10,1,5,2,5,3,18,5,7,0,2,5,2,13,8,4,6,0,0,0,0,0,1,1,0,0,0,3,2,2,0,0,0,0,40,15,11,6,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,0,0,0,0,0,1,1,0,0,2,2,2,1,1,1,5,2
13 - Πιερίας,90 E.T. Δήμου Κατερίνης,532,340,8,1,9,331,135,58,25,57,8,11,46,49,22,14,6,1,16,6,36,4,0,10,8,13,6,20,11,3,4,0,8,0,18,4,9,1,5,7,1,9,5,2,3,1,0,0,1,0,1,0,2,1,1,6,3,5,0,0,0,0,28,14,7,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,5,3,2,2,0,0,1,0,0,0,9,4
13 - Πιερίας,91 E.T. Δήμου Κατερίνης,534,339,7,5,12,327,132,45,43,49,15,5,57,56,23,9,11,4,14,13,32,2,1,20,8,12,5,19,6,1,9,0,9,1,18,8,5,3,0,5,2,8,5,2,1,0,3,3,1,1,0,0,1,0,0,3,1,4,4,0,2,2,32,14,8,6,13,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,1,1,1,0,0,0,4,3,0,0,9,4
13 - Πιερίας,92 E.T. Δήμου Κατερίνης,544,343,7,1,8,335,117,41,22,56,10,7,39,48,19,13,6,3,15,11,45,2,2,27,6,19,3,22,11,3,7,6,4,3,29,16,12,1,2,4,2,9,3,1,1,1,1,1,0,0,0,0,1,1,1,3,2,3,1,0,1,0,36,16,2,1,21,10,10,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,3,2,0,0,0,0,1,1,0,0,12,7
13 - Πιερίας,93 E.T. Δήμου Κατερίνης,521,328,2,2,4,324,154,48,52,64,19,5,52,42,14,9,7,3,10,14,29,5,1,16,9,9,2,12,4,1,5,0,3,3,15,5,3,4,2,4,1,11,3,2,2,1,3,3,0,0,0,0,0,0,0,2,1,4,1,0,1,0,34,12,5,9,8,7,11,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,3,1,0,2,0,0,0,1,0,4,2,0,0,4,3,0,0,4,2
13 - Πιερίας,94 E.T. Δήμου Κατερίνης,537,345,11,4,15,330,138,37,41,76,8,10,43,43,13,12,5,3,14,15,34,5,2,17,12,12,3,22,7,3,7,0,7,1,15,5,6,4,1,1,0,11,2,8,4,4,9,8,0,0,0,0,2,2,1,1,1,3,0,1,0,0,35,24,5,2,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,1,1,3,3,0,0,2,1,1,1,7,4
13 - Πιερίας,95 E.T. Δήμου Κατερίνης,524,313,7,4,11,302,120,38,43,69,9,11,30,51,18,9,4,3,11,15,22,3,2,6,4,11,3,19,11,1,4,0,10,3,23,11,7,7,1,6,2,8,2,3,4,1,1,1,1,0,0,0,1,1,0,2,0,3,1,1,0,2,27,8,8,1,11,9,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5,3,0,1,2,0,0,2,1,5,3,0,0,3,1,0,0,7,4
13 - Πιερίας,96 E.T. Δήμου Κατερίνης,520,265,5,5,10,255,92,31,25,40,4,8,32,53,23,14,5,6,15,18,30,5,2,23,7,10,3,17,11,1,4,1,9,1,14,5,3,1,6,6,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,26,13,4,1,6,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,8,7
13 - Πιερίας,97 E.T. Δήμου Κατερίνης,518,275,6,0,6,269,119,41,40,53,8,5,38,42,20,14,3,3,16,8,31,1,2,17,5,10,4,9,4,1,1,0,1,1,18,13,5,2,2,1,2,8,6,4,3,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,0,0,20,10,2,2,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,5,0,0,0,3,2,1,1,3,1
13 - Πιερίας,98 E.T. Δήμου Κατερίνης,529,296,4,1,5,291,117,45,33,43,8,4,44,49,8,16,11,6,17,15,41,6,1,24,8,11,6,15,6,0,4,1,6,0,14,7,4,3,3,5,0,10,4,3,3,1,1,1,0,0,0,0,1,1,1,0,0,3,2,2,0,0,21,15,14,2,1,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,0,1,1,0,0,1,0,2,1,0,0,10,9
13 - Πιερίας,99 E.T. Δήμου Κατερίνης,516,320,12,0,12,308,119,33,39,55,3,12,43,44,19,11,3,4,15,14,44,6,9,14,9,18,4,13,5,1,4,0,6,1,20,9,5,4,1,8,2,9,3,6,5,1,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,35,15,11,3,17,9,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,0,0,0,2,2,0,0,0,0,1,1,1,0,10,6
13 - Πιερίας,100 E.T. Δήμου Κατερίνης,526,301,3,2,5,296,105,39,36,57,6,5,34,54,23,18,8,5,13,11,41,5,1,27,12,17,2,14,6,2,4,0,6,1,12,2,8,0,3,1,0,10,4,2,3,0,3,3,1,0,0,0,2,1,1,1,0,3,0,1,0,0,25,6,8,5,10,8,5,0,0,2,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,3,1,0,0,3,1,0,0,12,7
13 - Πιερίας,101 E.T. Δήμου Κατερίνης,521,298,5,1,6,292,106,31,36,45,3,8,43,46,11,13,12,1,16,11,42,11,3,20,10,19,5,19,10,3,4,3,6,2,28,11,11,5,3,5,4,3,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,5,3,0,0,0,15,7,5,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,6,3,2,0,1,0,0,1,1,2,1,2,2,4,4,0,0,5,3
13 - Πιερίας,102 E.T. Δήμου Κατερίνης,520,312,3,2,5,307,106,45,20,44,6,5,30,41,15,10,4,3,15,7,46,5,0,28,8,17,11,12,4,1,1,1,3,2,28,8,2,7,7,13,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,29,17,3,3,7,5,9,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3,2,2,1,1,0,0,2,1,5,3,2,2,1,1,2,1,17,14
13 - Πιερίας,103 E.T. Δήμου Κατερίνης,542,327,7,1,8,319,109,38,39,38,6,8,46,45,19,6,12,3,14,14,42,7,1,20,9,13,14,16,7,1,3,1,2,1,24,10,7,5,2,8,1,10,2,4,4,1,1,1,0,0,0,0,1,0,0,1,1,5,1,1,1,1,29,11,10,9,4,3,10,0,0,4,2,4,0,0,1,1,1,1,0,2,1,0,1,2,2,2,1,0,1,1,0,0,2,2,2,0,1,1,3,2,0,0,16,11
13 - Πιερίας,104 E.T. Δήμου Κατερίνης,534,261,12,1,13,248,93,34,23,22,11,8,43,39,17,6,4,3,17,12,32,1,1,13,8,14,7,5,2,0,3,0,1,1,35,10,12,20,1,2,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,7,3,3,5,1,5,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,1,1,3,1,1,2,0,0,0,1,1,3,2,0,0,1,0,0,0,10,5
13 - Πιερίας,105 E.T. Δήμου Κατερίνης,498,268,5,2,7,261,77,16,19,29,11,9,35,41,12,17,10,2,14,14,33,5,0,17,8,15,1,10,3,1,3,2,2,2,25,8,4,6,10,11,0,5,2,4,0,1,4,4,0,0,0,0,0,0,0,4,3,4,3,1,0,0,32,15,9,4,13,9,2,0,0,3,1,3,0,0,0,0,1,1,1,2,2,1,0,1,1,5,4,2,2,0,0,0,2,2,0,0,2,1,3,3,0,0,7,3
13 - Πιερίας,106 E.T. Δήμου Κατερίνης,485,281,16,0,16,265,70,24,18,35,13,3,15,75,32,18,9,4,20,23,28,1,1,14,6,11,7,12,5,3,3,0,4,1,23,9,3,4,6,9,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,4,3,2,2,0,0,0,27,11,8,4,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,2,2,0,0,3,1,0,0,10,6
13 - Πιερίας,107 E.T. Δήμου Κατερίνης,494,280,8,3,11,269,88,33,19,40,6,10,27,41,21,6,3,6,14,10,29,7,0,13,3,10,5,9,4,3,3,0,3,0,29,7,8,3,8,13,1,6,2,2,1,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,38,12,8,4,17,7,10,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,3,1,0,0,0,0,3,1,1,1,1,0,2,2,1,1,9,7
13 - Πιερίας,108 E.T. Δήμου Κατερίνης,491,281,3,0,3,278,86,29,22,34,10,7,27,49,8,17,16,2,10,15,39,2,0,21,8,9,7,9,1,1,3,1,3,3,32,6,7,12,4,10,0,5,3,2,2,2,4,4,0,0,0,0,1,0,0,1,0,4,0,1,0,1,28,7,11,2,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,1,1,2,1,1,1,3,2,1,1,0,0,1,0,0,0,8,5
13 - Πιερίας,109 E.T. Δήμου Κατερίνης,490,260,3,1,4,256,80,30,11,32,14,15,33,37,12,8,8,5,7,13,41,6,3,26,10,19,2,10,3,2,1,0,1,2,28,6,11,3,8,10,1,3,2,0,1,0,3,3,0,0,0,0,0,0,0,2,1,3,2,3,0,1,25,13,5,4,5,7,4,0,0,5,0,5,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,11,7
13 - Πιερίας,110 E.T. Δήμου Κατερίνης,505,267,5,1,6,261,105,43,33,43,3,8,32,27,16,11,1,2,7,9,34,2,0,15,9,19,3,18,7,1,6,2,7,3,22,10,5,6,5,7,2,8,4,0,3,0,1,1,1,1,1,1,0,0,0,2,1,6,6,4,1,0,20,7,4,2,7,5,6,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,2,0,0,0,0,0,1,1,7,3
13 - Πιερίας,111 E.T. Δήμου Κατερίνης,497,285,7,3,10,275,78,35,24,25,6,9,26,43,19,14,6,0,10,8,39,5,3,13,11,17,3,9,4,0,2,1,4,0,37,8,12,4,4,17,2,5,2,3,0,1,3,2,2,0,0,0,1,0,0,3,3,4,1,1,0,0,25,15,7,1,4,5,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,1,0,4,2,2,1,0,0,4,2,2,2,8,7
13 - Πιερίας,112 E.T. Δήμου Κατερίνης,504,290,5,2,7,283,80,30,22,31,4,9,24,44,16,16,2,2,5,14,48,5,0,21,17,22,4,10,3,1,4,0,4,1,33,7,11,8,11,11,0,8,1,3,3,0,1,1,1,1,1,0,0,0,0,4,0,2,1,1,1,0,29,13,7,5,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,2,0,0,2,1,2,2,0,0,3,1,0,0,10,8
13 - Πιερίας,113 E.T. Δήμου Κατερίνης,486,267,5,1,6,261,94,22,27,37,16,8,33,41,18,14,3,8,10,10,26,5,0,16,6,9,3,14,7,1,4,3,6,2,33,6,15,8,8,11,0,6,5,2,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,23,6,6,1,4,11,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,5,3,0,4,2,0,0,1,1,0,0,0,0,5,2,0,0,6,5
13 - Πιερίας,114 E.T. Δήμου Κατερίνης,491,273,8,3,11,262,90,30,24,32,16,9,31,38,20,10,5,3,9,9,38,5,4,21,9,14,8,11,6,3,3,1,5,2,31,8,10,11,5,10,2,6,3,3,3,1,2,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0,21,5,3,4,9,3,6,1,0,1,1,0,0,0,0,0,0,0,0,3,2,3,1,0,0,1,1,1,0,0,1,1,0,0,4,2,1,1,1,0,1,0,8,6
13 - Πιερίας,115 E.T. Δήμου Κατερίνης,495,267,9,1,10,257,75,21,18,33,8,7,24,49,21,16,9,3,11,19,40,7,4,17,9,15,6,11,3,0,6,2,5,2,22,10,6,1,6,9,0,10,5,2,1,3,1,1,0,0,0,0,2,2,2,2,2,4,4,0,1,0,26,11,7,4,9,8,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10,6
13 - Πιερίας,116 E.T. Δήμου Κατερίνης,472,278,11,0,11,267,85,23,24,47,4,15,33,49,22,19,7,1,16,17,45,7,1,28,12,12,3,12,3,0,6,1,6,2,18,3,4,4,5,6,0,8,4,3,4,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,21,9,6,4,7,1,8,0,0,5,1,4,0,0,1,0,3,2,2,0,0,0,0,0,0,4,1,1,2,0,1,1,0,0,0,0,1,0,2,2,3,1,5,3
