ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Σπύρου,ΚΑΡΑΜΗΤΣΟΥ-ΓΙΑΝΝΕΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΚΟΣΜΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Αποστόλου,ΣΥΡΙΖΑ,ΒΑΛΑΒΑΝΙΔΟΥ ΣΜΑΡΩ του Γεωργίου,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΔΕΔΟΓΛΟΥ ΣΠΥΡΟΣ του Γεωργίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΜΠΕΡΔΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Σταύρου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΒΙΑΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΓΡΗΓΟΡΑΙΝΑΣ ΕΥΣΤΡΑΤΙΟΣ (ΣΤΡΑΤΟΣ) του Γεωργίου,ΜΟΥΛΑΤΖΙΔΟΥ ΔΡΟΣΙΑ του Ευαγγέλου,ΜΠΙΛΙΜΠΙΝΗ-ΒΡΑΔΕΛΗ ΕΥΤΕΡΠΗ (ΕΦΗ) του Ξανθίππου,ΠΑΝΑΓΟΥΤΣΟΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Αθανασίου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΔΙΝΔΙΝΗ ΒΑΪΑ (ΒΑΝΑ) του Νικολάου,ΚΟΥΓΙΟΥΜΤΖΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΑΡΑΓΚΟΖΑΚΗ ΣΩΤΗΡΙΑ του Γεωργίου,ΠΑΠΑΔΑΜΑΚΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΦΩΤΙΑΔΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ορέστη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΑΡΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αντωνίου,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΠΑΠΑΔΑΚΗΣ ΠΑΡΑΣΧΟΣ του Χρήστου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,ΣΚΑΡΛΑΤΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΓΚΙΩΣΗ ΒΑΪΑ του Γεωργίου,ΚΑΛΛΙΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΙΑΚΙΡΗ ΕΥΑΓΓΕΛΙΑ του Μόσχου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΙΑΚΗ ΑΓΑΠΗ του Πέτρου,ΚΑΡΠΟΥΖΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ (ΦΥΛΛΙΑ) του Αθανασίου,Κίνημα 21,ΚΕΦΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΚΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜΠΙΝΤΑΚΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΜΠΟΥΣΜΠΟΥΚΕΑ ΜΑΡΙΑ του Γεωργίου,ΣΙΟΥΛΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΝΙΚΗ,ΚΑΡΑΚΑΤΣΙΑΝΗ ΕΙΡΗΝΗ του Δημητρίου,ΜΑΓΓΙΝΑΣ ΝΙΚΟΛΑΟΣ του Θεμιστοκλή,ΞΥΓΩΝΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αθανασίου,ΣΤΑΦΥΛΙΔΟΥ ΑΠΟΣΤΟΛΙΑ του Μόσχου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ (ΜΑΓΚΟΥΡΑ) ΚΡΙΝΙΩ του Ευθυμίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Σωκράτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΩΤΗΡΙΟΣ του Λαζάρου,ΦΡΑΓΚΟΥ ΑΝΤΩΝΙΑ του Νικολάου,Ο.Α.Κ.Κ.Ε.,ΣΤΕΦΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΚΑΛΑΝΤΖΗ ΑΛΕΞΙΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΑΠΟΥΣΟΥΖ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΟΥΦΕΞΗ ΜΑΡΘΑ του Ιακώβου,Ένωση Κεντρώων,ΚΥΜΠΡΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΛΑΣΙΟΥ ΠΟΛΥΞΕΝΗ του Κυριάκου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΑΛΑΜΠΑΝΙΔΗΣ ΚΛΗΜΕΝΤΙΟΣ του Αλεξίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΛΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΕΒΑΣΤΟΥ ΜΕΡΟΠΗ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΚΑ ΜΑΡΓΑΡΙΤΑ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΙΩΑΝΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Ελευθερίου,ΕΑΝ...,ΚΛΕΙΣΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΡΑΜΠΑΤΖΗΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,149 E.T. Δήμου Διδυμοτείχου,712,164,4,1,5,159,73,0,37,35,3,32,9,21,5,4,0,7,4,6,28,10,1,5,11,2,5,5,1,0,0,0,0,1,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,5,0,0,0,0,0,11,4,5,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,150 E.T. Δήμου Διδυμοτείχου,716,206,4,0,4,202,90,0,30,45,5,21,9,27,0,3,9,17,2,6,20,3,1,4,6,3,14,11,9,2,1,2,1,3,15,1,1,14,5,0,0,6,2,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,3,2,4,0,4,0,0,11,5,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,2,0,0,0,0,0,2,1,4,2
1 - Έβρου,151 E.T. Δήμου Διδυμοτείχου,272,71,2,1,3,68,45,0,22,28,2,4,5,3,0,2,0,1,1,0,8,3,1,0,0,1,7,1,1,1,0,0,0,0,5,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,152 E.T. Δήμου Διδυμοτείχου,426,194,0,1,1,193,112,0,55,38,9,31,13,15,3,7,3,2,5,4,28,10,1,14,4,0,13,0,0,0,0,0,0,0,20,4,4,9,2,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
1 - Έβρου,153 E.T. Δήμου Διδυμοτείχου,376,139,3,1,4,135,73,0,25,43,2,11,5,17,3,8,1,4,1,9,14,2,1,1,5,1,6,5,1,1,0,0,1,1,11,0,0,9,10,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,7,4
1 - Έβρου,154 E.T. Δήμου Διδυμοτείχου,375,134,4,0,4,130,69,0,21,34,5,16,8,18,0,12,2,5,4,7,12,2,2,1,0,1,4,2,2,1,0,1,0,0,11,1,0,9,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,7,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,3,1
1 - Έβρου,155 E.T. Δήμου Διδυμοτείχου,385,182,1,1,2,180,70,0,25,31,4,17,2,41,0,13,5,24,6,6,22,9,1,2,4,1,8,26,18,4,2,4,1,6,11,2,3,3,4,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,156 E.T. Δήμου Διδυμοτείχου,379,190,4,4,8,182,84,0,29,23,3,44,2,45,3,13,16,27,6,5,7,4,0,1,1,1,1,21,10,3,8,2,2,6,10,2,3,5,2,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,1,0,0,2,2
1 - Έβρου,157 E.T. Δήμου Διδυμοτείχου,488,355,30,9,39,316,125,0,36,19,9,11,12,40,13,8,5,4,8,5,25,6,6,2,4,1,2,8,1,1,2,1,0,1,32,3,2,13,4,2,3,8,0,0,1,0,2,9,8,1,1,0,0,4,1,0,0,0,7,5,6,1,1,1,2,14,7,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,4,4,0,0,4,3,2,0,8,4,5,1,1,0,6,4
1 - Έβρου,158 E.T. Δήμου Διδυμοτείχου,536,404,40,11,51,353,131,0,45,26,9,13,13,52,16,12,6,10,7,9,30,12,3,4,0,2,9,15,2,4,3,1,2,2,36,4,9,11,6,1,2,12,1,2,3,0,3,4,4,0,0,1,1,4,1,1,1,2,8,4,6,2,1,1,1,17,6,6,3,3,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,5,1,1,1,3,1,5,2,2,1,3,2,3,3,3,3,4,2,2,0,2,1
1 - Έβρου,159 E.T. Δήμου Διδυμοτείχου,411,164,3,1,4,160,77,0,24,32,2,28,6,27,2,9,12,8,3,5,17,7,0,3,5,1,7,6,2,3,0,3,1,0,16,1,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,3,0
1 - Έβρου,160 E.T. Δήμου Διδυμοτείχου,362,172,5,0,5,167,99,0,30,52,3,32,14,17,3,3,2,10,4,3,10,4,1,1,1,0,4,4,1,0,2,1,2,0,19,2,1,15,13,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2
1 - Έβρου,161 E.T. Δήμου Διδυμοτείχου,415,248,2,0,2,246,158,0,49,88,5,34,10,22,0,9,3,1,7,8,24,8,2,5,6,1,11,3,2,1,0,2,0,0,16,1,0,7,4,1,3,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,10,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,1
1 - Έβρου,162 E.T. Δήμου Διδυμοτείχου,275,124,4,1,5,119,64,0,33,21,1,23,6,17,1,2,1,8,7,6,17,5,0,5,3,1,8,5,4,1,0,0,0,1,4,0,0,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,163 E.T. Δήμου Διδυμοτείχου,298,102,0,0,0,102,50,0,35,12,1,18,5,14,3,2,2,5,3,4,18,5,1,7,4,2,3,6,2,1,0,1,1,1,3,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0
1 - Έβρου,164 E.T. Δήμου Διδυμοτείχου,506,366,16,5,21,345,155,0,37,19,9,34,28,41,5,8,6,7,2,6,42,21,1,4,15,2,9,17,2,3,2,2,1,3,34,4,5,11,6,2,2,12,3,2,0,1,2,3,1,1,0,1,1,1,0,0,0,0,4,3,5,2,2,0,1,9,8,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,4,3,3,0,3,2,1,0,5,4
1 - Έβρου,165 E.T. Δήμου Διδυμοτείχου,455,298,19,4,23,275,118,0,45,18,2,39,28,34,5,8,3,6,2,4,29,6,1,8,9,2,12,8,0,1,3,0,1,1,22,2,2,8,7,1,2,5,1,2,0,1,1,6,6,1,1,0,0,2,1,1,0,0,4,1,7,2,0,2,2,14,7,5,1,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,4,1,1,1,4,3,2,1,0,0,7,6
1 - Έβρου,166 E.T. Δήμου Διδυμοτείχου,365,139,0,0,0,139,33,0,21,5,1,8,2,58,3,3,11,47,3,1,30,10,0,4,7,4,11,4,1,1,0,1,0,1,9,0,2,6,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,167 E.T. Δήμου Διδυμοτείχου,354,129,3,0,3,126,45,0,34,8,2,4,9,42,3,1,9,17,15,3,13,6,2,5,2,1,2,6,5,0,0,0,0,4,11,2,2,8,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
1 - Έβρου,168 E.T. Δήμου Διδυμοτείχου,373,109,4,3,7,102,41,0,14,11,1,10,3,28,1,6,3,16,9,0,11,4,4,0,2,0,6,1,1,0,0,0,0,0,15,3,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,169 E.T. Δήμου Διδυμοτείχου,440,209,7,1,8,201,105,0,37,37,4,36,11,19,1,8,2,7,3,3,41,8,3,8,13,3,22,2,0,1,0,1,0,0,9,1,2,2,3,1,2,4,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,1,0,1,1,3,2,0,0,1,1,2,2
1 - Έβρου,170 E.T. Δήμου Διδυμοτείχου,425,154,2,2,4,150,67,0,29,33,1,9,10,17,4,8,1,6,2,5,34,8,4,6,6,3,14,1,0,0,0,0,0,0,14,3,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,1,1,2,2
1 - Έβρου,171 E.T. Δήμου Διδυμοτείχου,317,87,1,0,1,86,47,0,18,27,2,6,4,4,0,2,0,3,1,0,10,4,0,0,1,1,6,1,0,1,0,0,0,0,12,0,1,8,3,0,2,3,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
1 - Έβρου,172 E.T. Δήμου Διδυμοτείχου,142,62,1,0,1,61,26,0,11,11,1,4,3,6,0,1,1,4,1,0,10,4,0,4,1,1,3,1,0,0,0,1,0,0,13,0,8,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1 - Έβρου,173 E.T. Δήμου Διδυμοτείχου,405,118,0,0,0,118,53,0,24,22,1,11,3,13,1,6,0,4,3,1,16,9,0,3,2,4,8,3,1,1,0,0,2,0,16,1,4,11,5,1,0,7,3,2,1,0,2,0,0,1,0,2,2,2,1,0,0,1,0,0,1,0,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,174 E.T. Δήμου Διδυμοτείχου,362,102,1,1,2,100,52,0,22,15,5,23,5,19,1,3,0,4,10,1,11,6,1,3,1,1,6,1,1,0,0,0,0,1,7,0,0,5,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1 - Έβρου,175 E.T. Δήμου Διδυμοτείχου,325,124,1,1,2,122,72,0,41,12,6,22,2,14,0,10,0,2,0,7,16,5,1,2,3,4,9,9,3,9,0,1,0,3,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
1 - Έβρου,176 E.T. Δήμου Διδυμοτείχου,329,152,2,0,2,150,77,0,47,14,1,33,6,19,1,7,0,2,3,13,35,19,1,5,3,14,15,4,2,3,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2
1 - Έβρου,177 E.T. Δήμου Διδυμοτείχου,334,143,5,0,5,138,80,0,36,18,8,23,5,14,1,6,2,3,2,2,8,2,0,1,2,3,3,3,1,0,0,0,2,1,17,1,2,10,4,0,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
1 - Έβρου,178 E.T. Δήμου Διδυμοτείχου,320,124,2,0,2,122,70,0,36,29,1,17,3,17,3,8,0,7,2,5,5,2,0,2,1,0,1,1,1,0,0,0,1,0,15,0,1,8,4,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,3,2
1 - Έβρου,179 E.T. Δήμου Διδυμοτείχου,551,153,0,1,1,152,72,0,26,25,4,17,10,28,2,17,3,1,10,3,13,7,0,1,0,0,9,3,2,0,0,0,1,3,16,1,2,9,3,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,180 E.T. Δήμου Διδυμοτείχου,547,140,5,1,6,134,64,0,21,20,0,16,2,24,0,16,4,5,2,2,10,5,0,0,2,0,8,10,3,0,2,2,0,2,10,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,2,1,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3
1 - Έβρου,181 E.T. Δήμου Διδυμοτείχου,336,72,4,0,4,68,28,0,15,14,0,2,1,14,3,5,1,0,4,2,11,2,2,1,3,1,7,1,0,1,0,0,0,0,8,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 - Έβρου,182 E.T. Δήμου Διδυμοτείχου,373,108,0,0,0,108,45,0,31,11,4,8,5,10,3,2,1,1,1,4,12,5,0,2,3,1,8,0,0,0,0,0,0,0,4,2,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,26,14,16,5,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2
1 - Έβρου,183 E.T. Δήμου Διδυμοτείχου,359,131,1,1,2,129,66,0,21,19,5,14,4,17,5,10,1,0,4,7,16,5,2,3,5,5,4,4,3,0,1,1,0,3,7,0,2,4,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,3,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4,4,0,0
1 - Έβρου,184 E.T. Δήμου Διδυμοτείχου,481,185,3,0,3,182,106,0,48,59,4,28,5,13,4,11,0,0,3,1,27,17,1,8,2,3,10,2,1,1,0,1,0,0,19,1,4,12,2,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2
1 - Έβρου,185 E.T. Δήμου Διδυμοτείχου,487,178,4,1,5,173,117,0,67,41,4,29,15,12,2,6,3,1,2,2,22,10,2,4,6,2,12,1,0,0,0,0,0,0,6,1,1,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
