ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΑΝΑ ΕΙΡΗΝΗ του Βρανά,ΔΕΛΗΚΑΡΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ (ΤΑΝΙΑ) του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΡΑΣΑΒΒΟΓΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΜΙΡΛΗ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,ΞΟΥΛΟΓΗΣ ΦΙΛΗΜΩΝ του Χρήστου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΪΝΤΑΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Χαράλαμπου,ΜΑΡΤΙΔΟΥ ΣΟΦΙΑ του Νικολάου,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΠΑΠΠΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΠΛΑΦΑΔΕΛΗΣ ΙΩΑΝΝΗΣ του Αγγέλου,ΧΡΙΣΤΟΔΟΥΛΟΥ ΕΥΣΤΡΑΤΙΑ συζ. Κρεμύδα Σμάραγδου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Βασιλείου,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΜΠΡΑΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στυλιανού,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΤΣΩΜΟΥ - ΧΡΥΣΑΦΗ ΑΝΑΣΤΑΣΙΑ (ΤΑΣΙΑ) συζ. Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΤΣΑΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΪΚΟΥΝΙΔΗΣ ΜΙΧΑΗΛ του Χαράλαμπου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΣΥΜΕΩΝΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Παύλου,ΤΣΑΧΑΛΙΔΟΥ ΟΛΓΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΠΟΣΤΟΛΑΚΑΚΗ ΦΩΤΕΙΝΗ του Αποστόλου,ΔΑΜΙΑΝΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ομήρου,ΙΩΑΝΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΑΚΑΡΙΟΣ (ΜΑΚΑΡΙΟΥ) ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΑΧΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΙΟΥΛΙΑ του Αντωνίου,ΧΟΡΟΖΙΔΗΣ ΣΩΤΗΡΙΟΣ του Ηρακλή,Κ.Κ.Ε. (μ-λ),ΒΡΑΧΝΑΚΗ ΑΝΤΙΓΟΝΗ του Μιχαήλ,ΜΑΤΣΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΖΙΓΝΕΛΗΣ ΧΡΙΣΤΟΔΟΥΛΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΙΤΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μαξίμου,ΨΩΜΙΑΔΗ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΚΑΡΥΠΙΔΟΥ ΣΥΜΕΛΑ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΚΑΡΑΛΑΖΟΣ ΑΝΑΣΤΑΣΙΟΣ του Ευθυμίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΖΙΑΚΑ ΕΥΑΓΓΕΛΙΑ του Ευαγγέλου,ΝΙΚΗ,ΚΟΤΣΑΝΟΥ ΑΝΑΤΟΛΗ του Ευάγγελου,ΜΠΟΥΓΑΤΣΑ ΑΡΓΥΡΗ του Ιωάννη,ΤΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ευσταθίου,ΤΣΕΛΕΠΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,κοινωνία αξιών,ΣΠΑΡΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ευαγγέλου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ευθυμίου,ΖΙΑΡΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΜΑΝΙΑΔΗ ΜΑΡΙΑ του Μενελάου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΘΑΛΑΣΣΟΥΔΗ ΟΛΓΑ του Γεωργίου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΟΜΤΣΟΥ ΦΩΤΕΙΝΗ του Ιωάννη,ΜΠΕΝΗΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΑΓΚΑΡΑΤΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θρασύβουλου,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΠΑΛΑΝΤΖΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Μιχαήλ,ΣΑΛΜΑΝ ΧΡΗΣΤΟΣ - ΤΖΑΜΑΛ του Χουσσεΐν,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΛΥΒΑΣ ΑΘΑΝΑΣΙΟΣ του Γερασίμου,ΡΑΜΠΟΤΑ ΑΡΕΤΗ του Γεωργίου,ΣΟΦΙΑΝΟΠΟΥΛΟΥ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΚΛΕΤΣΑ ΠΑΤΡΑ του Αχιλλέως,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,ΣΑΡΜΠΕΖΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΥ-ΚΑΛΦΟΠΟΥΛΟΥ ΜΑΡΙΑ (ΜΑΡΙΝΑ) του Ιωσήφ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΙΧΑΗΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Μιχαήλ,ΜΟΛΙΩΤΗ ΑΝΔΡΙΑΝΑ του Αλεξάνδρου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΦΑΝΗΣ του Χρήστου,ΕΑΝ...,ΘΕΟΔΟΣΙΟΥ ΠΕΛΑΓΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΥΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Ευθυμίου
5 - Καβάλας,36 E.T. Δήμου Καβάλας,600,248,1,4,5,243,90,10,9,14,64,23,6,48,20,18,12,3,9,8,19,0,3,7,10,2,0,15,3,1,5,5,1,4,15,2,1,5,6,6,5,9,3,3,0,0,0,2,4,1,2,2,0,0,0,1,0,1,1,1,6,4,1,0,1,1,0,8,2,2,1,1,0,0,1,0,1,0,0,2,0,3,0,0,0,3,0,2,3,2,1,1,0,0,0,0,1,0,0,0,1,0,0,4,3,3,0,0,0,1,0,2,2,9,4
5 - Καβάλας,37 E.T. Δήμου Καβάλας,557,192,3,1,4,188,77,6,4,20,59,20,5,30,13,10,5,5,6,3,23,2,0,10,10,0,6,14,9,2,1,7,1,1,9,3,0,2,3,2,1,8,2,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,9,2,3,2,6,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,4,2
5 - Καβάλας,38 E.T. Δήμου Καβάλας,513,271,7,4,11,260,100,11,7,21,78,29,5,62,36,35,7,3,7,9,13,2,4,5,5,2,1,21,3,4,8,4,1,1,6,0,0,3,2,1,2,6,1,2,1,0,1,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,7,1,4,2,1,10,5,0,0,7,0,0,3,0,2,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,5,5,1,0,5,1,1,3,0,0,0,3,1,0,1,1,1,1,0,2,2,9,2
5 - Καβάλας,39 E.T. Δήμου Καβάλας,534,299,1,1,2,297,110,19,1,20,87,26,8,51,21,14,17,2,7,9,37,3,4,15,18,0,7,21,6,0,6,9,2,1,14,2,1,2,4,3,6,14,0,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,6,2,4,2,0,0,2,12,2,4,1,6,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,1,4,2,1,0,4,4,1,0,1,0,0,0,0,0,0,3,1,2,2,3,1,0,0,1,1,8,5
5 - Καβάλας,40 E.T. Δήμου Καβάλας,525,278,2,6,8,270,102,16,5,20,85,25,5,48,23,15,15,4,5,12,25,1,1,11,13,0,7,37,12,2,8,19,3,1,13,4,1,2,7,3,1,7,2,0,2,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,12,5,2,4,11,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,3,1,0,1,5,0,3,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,6,1
5 - Καβάλας,41 E.T. Δήμου Καβάλας,515,298,4,1,5,293,116,15,13,22,90,30,2,52,28,15,12,2,2,12,19,2,2,6,12,3,3,15,6,0,7,6,1,2,24,5,4,2,12,2,10,7,1,2,1,2,2,0,2,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,20,8,3,6,14,0,0,1,1,0,0,0,0,0,3,0,0,0,3,1,0,2,1,1,0,3,3,1,0,9,3,2,4,0,0,0,7,0,2,5,1,0,1,0,2,1,5,4
5 - Καβάλας,42 E.T. Δήμου Καβάλας,527,302,2,2,4,298,131,14,7,27,96,40,10,48,24,20,12,9,8,6,29,3,10,5,19,2,5,15,3,1,5,8,1,1,19,2,0,1,6,4,6,9,2,3,3,2,3,1,3,2,0,3,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,19,6,6,6,11,1,1,1,1,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,1,1,3,2,1,1,0,1,0,5,3
5 - Καβάλας,43 E.T. Δήμου Καβάλας,518,286,9,2,11,275,89,17,6,15,58,23,13,51,24,15,9,5,5,9,26,5,4,8,14,0,1,13,1,1,3,3,2,0,11,3,0,3,2,3,2,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,1,7,1,2,0,1,22,6,4,5,11,0,0,2,0,0,0,0,0,0,8,1,0,3,3,3,2,4,1,0,0,4,2,2,0,3,0,0,0,0,0,0,6,2,3,4,4,3,2,2,5,4,12,5
5 - Καβάλας,44 E.T. Δήμου Καβάλας,524,323,12,3,15,308,119,10,7,25,90,44,3,57,32,26,8,5,8,7,24,1,3,9,10,4,4,18,5,2,3,7,4,2,15,2,2,2,5,1,4,13,4,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,0,2,1,0,15,3,8,6,8,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,1,1,0,9,5,5,3,0,0,0,5,2,2,3,3,2,1,1,0,0,10,8
5 - Καβάλας,45 E.T. Δήμου Καβάλας,529,283,1,5,6,277,106,4,5,21,85,31,11,60,38,21,16,2,4,11,13,2,3,6,4,0,0,17,3,1,4,12,3,2,21,5,0,5,9,3,5,9,1,2,7,1,1,0,4,2,1,2,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,17,6,9,3,9,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,8,6,1,0,5,3,2,2,0,0,0,1,0,0,0,2,1,1,0,0,0,6,3
5 - Καβάλας,46 E.T. Δήμου Καβάλας,520,290,11,4,15,275,91,19,6,15,63,25,7,62,29,23,11,4,8,16,26,3,5,10,14,3,5,19,2,2,10,12,2,3,14,2,1,3,5,1,8,4,0,2,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,18,4,5,5,8,0,0,2,0,0,0,0,0,0,4,1,0,1,4,0,1,2,1,1,1,0,0,0,0,2,0,0,1,0,1,0,6,0,1,6,3,3,1,1,1,0,12,5
5 - Καβάλας,47 E.T. Δήμου Καβάλας,510,315,5,2,7,308,111,15,11,21,72,25,8,69,23,26,19,5,8,11,13,2,1,5,7,0,5,15,2,1,6,8,1,2,24,1,2,4,7,6,8,11,5,3,3,4,4,2,3,1,1,0,1,0,0,1,1,0,0,0,2,2,6,2,3,0,1,20,5,6,3,13,0,0,0,0,0,1,0,1,0,2,0,0,1,2,0,0,3,2,1,0,2,0,1,1,3,1,1,1,2,0,0,4,1,0,4,2,0,3,0,1,0,10,8
5 - Καβάλας,48 E.T. Δήμου Καβάλας,547,333,8,0,8,325,126,20,7,27,100,33,5,60,31,12,14,8,7,12,33,7,1,11,16,0,7,22,6,0,8,9,3,1,22,4,3,2,11,2,8,7,1,0,2,1,1,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,2,1,0,1,0,15,6,4,4,4,0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,2,2,0,5,2,2,3,1,0,0,4,0,0,4,4,2,1,0,5,2,7,4
5 - Καβάλας,49 E.T. Δήμου Καβάλας,546,343,12,4,16,327,131,18,11,35,92,35,2,65,45,15,10,9,6,14,40,1,12,7,20,0,10,21,5,0,10,11,0,2,13,2,3,1,3,4,5,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,16,5,2,5,8,0,0,2,2,2,0,0,0,0,3,0,1,2,3,0,0,0,0,0,0,5,3,2,0,7,4,1,6,1,0,0,3,0,1,3,2,0,2,1,1,0,10,6
5 - Καβάλας,50 E.T. Δήμου Καβάλας,546,331,5,4,9,322,111,20,8,19,71,31,4,68,47,24,9,4,6,11,25,2,2,9,13,1,7,16,1,1,6,4,1,5,23,6,1,5,6,5,7,11,4,4,2,4,2,1,6,1,0,5,1,1,0,0,0,2,1,1,5,3,3,0,0,0,0,20,6,10,2,10,0,0,2,1,1,0,0,0,0,2,0,0,1,1,0,1,3,2,2,0,4,2,1,0,4,3,1,2,0,1,0,4,1,0,2,1,1,1,0,3,2,6,4
5 - Καβάλας,51 E.T. Δήμου Καβάλας,558,354,9,1,10,344,124,22,6,45,93,27,10,64,29,21,11,11,3,15,22,0,1,5,12,0,5,27,5,4,8,12,3,2,20,6,2,1,9,4,7,13,7,5,0,3,2,1,2,2,0,1,1,0,1,0,0,1,0,1,6,6,8,1,1,1,0,15,6,3,3,13,1,1,2,1,1,0,0,0,0,3,0,1,0,2,1,2,3,1,0,0,2,1,1,1,5,3,1,0,2,0,0,2,0,1,2,2,2,4,3,2,1,15,13
5 - Καβάλας,52 E.T. Δήμου Καβάλας,551,315,8,4,12,303,111,15,4,25,83,23,7,63,28,20,15,9,7,8,23,3,4,8,11,1,5,19,7,3,7,6,2,2,20,6,2,2,7,2,7,9,4,1,3,1,1,1,5,1,2,5,1,1,1,0,0,3,2,1,2,2,2,1,1,0,0,14,4,4,6,7,0,0,0,0,0,0,0,2,1,2,0,1,1,1,0,0,4,3,0,0,4,2,0,0,4,1,1,0,0,0,0,3,0,0,3,3,1,1,0,3,1,5,2
5 - Καβάλας,53 E.T. Δήμου Καβάλας,540,343,21,2,23,320,108,13,4,22,86,25,3,64,39,19,11,16,6,9,33,6,3,9,23,0,4,27,6,2,14,17,0,2,22,1,2,2,8,8,6,7,3,2,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,2,1,2,1,0,16,5,5,1,7,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,4,0,1,2,2,1,0,4,2,0,1,1,0,2,1,2,0,19,12
5 - Καβάλας,54 E.T. Δήμου Καβάλας,537,317,6,0,6,311,111,22,4,20,77,30,9,53,24,10,10,6,4,10,32,1,1,8,21,0,8,18,7,1,6,9,2,1,24,1,2,8,7,4,9,4,2,1,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,3,2,2,0,1,1,0,22,9,5,8,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,7,5,5,2,6,2,0,0,1,0,0,7,4,2,3,1,0,1,1,3,1,9,5
5 - Καβάλας,55 E.T. Δήμου Καβάλας,543,345,13,3,16,329,117,23,3,47,88,25,12,48,17,16,13,3,6,11,39,4,6,9,25,2,8,16,4,1,6,11,4,1,25,5,4,5,9,5,10,11,6,4,4,1,3,2,3,1,1,1,0,0,0,0,0,0,0,0,5,3,2,0,0,1,1,18,4,8,2,12,1,0,0,0,0,0,0,1,1,2,1,1,0,1,0,1,3,2,2,1,1,1,0,0,8,5,1,3,2,0,0,11,6,1,9,2,0,4,3,4,1,8,8
5 - Καβάλας,56 E.T. Δήμου Καβάλας,557,345,14,3,17,328,109,10,6,29,87,35,12,57,36,14,10,5,7,7,37,4,2,15,21,2,7,20,2,1,7,7,2,3,19,4,2,7,5,6,2,6,5,3,0,0,2,0,1,1,0,1,2,2,0,0,0,1,0,0,3,3,6,1,2,0,1,26,4,7,10,21,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,2,4,3,2,0,2,1,2,1,2,1,0,1,0,3,3,7,2,3,5,3,2,1,1,0,0,15,8
5 - Καβάλας,57 E.T. Δήμου Καβάλας,547,291,9,3,12,279,120,23,4,28,85,21,13,59,27,13,17,8,7,15,32,5,4,9,16,0,5,17,4,2,6,9,1,2,9,4,3,2,2,0,3,5,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,3,2,1,1,1,0,10,2,4,2,8,0,0,2,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,2,1,0,6,1,1,5,0,0,0,1,0,0,1,1,1,0,0,0,0,5,3
5 - Καβάλας,58 E.T. Δήμου Καβάλας,562,322,8,1,9,313,130,36,12,17,106,48,12,58,40,16,11,10,5,11,30,1,4,11,23,0,8,16,2,0,5,9,6,2,21,3,1,2,11,2,7,9,5,3,2,1,2,0,3,2,1,1,2,0,0,1,0,1,0,0,4,3,2,1,2,0,1,9,5,2,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,4,2,0,0,3,2,1,2,1,1,0,6,2,2,4,0,0,1,1,0,0,9,4
5 - Καβάλας,59 E.T. Δήμου Καβάλας,560,308,12,5,17,291,122,12,10,27,97,37,6,43,20,11,11,3,5,7,43,6,6,19,26,0,6,24,4,1,15,13,2,2,15,2,2,3,9,0,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,19,7,5,4,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,1,1,1,0,0,1,1,0,1,0,0,1,3,1,1,1,1,1,7,2
5 - Καβάλας,60 E.T. Δήμου Καβάλας,566,332,5,4,9,323,117,14,5,20,94,41,5,47,25,14,14,12,5,2,52,4,6,14,29,1,8,24,6,2,8,11,2,3,16,4,2,4,4,3,2,6,1,3,1,0,2,0,7,1,4,6,0,0,0,0,0,1,1,1,2,1,4,0,2,2,2,14,1,5,3,6,0,0,1,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,2,2,0,0,3,3,0,1,1,0,0,5,1,1,3,2,1,3,2,3,2,11,4
5 - Καβάλας,61 E.T. Δήμου Καβάλας,555,322,11,1,12,310,138,9,12,37,102,31,13,54,29,12,12,7,7,4,22,1,0,7,13,0,7,19,6,1,7,8,3,1,9,3,0,2,1,3,1,9,4,3,1,1,3,0,1,0,0,1,1,1,1,2,2,3,2,1,1,0,10,1,5,2,2,9,2,4,1,3,0,0,1,0,0,0,0,2,0,4,0,1,0,1,2,2,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,4,1,2,3,2,0,2,1,3,1,10,6
5 - Καβάλας,62 E.T. Δήμου Καβάλας,549,298,6,1,7,291,120,7,12,18,98,32,6,48,21,11,10,11,3,10,28,0,4,10,20,0,4,24,6,3,10,6,1,1,15,2,1,4,6,3,4,6,3,3,0,1,2,1,4,1,0,2,1,0,0,0,0,2,1,0,4,2,2,1,1,1,0,16,4,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,3,0,0,3,0,1,2,1,3,2,2,1,2,0,0,0,1,1,0,0,5,4
5 - Καβάλας,63 E.T. Δήμου Καβάλας,552,290,9,1,10,280,110,22,6,24,87,23,1,44,16,6,8,3,4,8,29,3,1,9,16,1,7,16,4,0,5,6,2,1,22,3,2,2,12,2,7,12,5,5,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,4,3,2,5,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,6,2,3,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,4,5,4,0,0,0,0,11,2
5 - Καβάλας,64 E.T. Δήμου Καβάλας,554,305,6,1,7,298,133,15,9,16,112,23,4,50,18,12,7,14,7,8,25,1,4,9,15,2,6,14,4,0,3,8,2,0,10,1,2,4,3,3,1,9,4,3,3,2,1,0,2,0,1,2,0,0,0,0,0,1,1,1,2,2,4,2,1,1,0,22,4,10,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,3,0,2,2,0,0,2,0,1,1,6,0,0,4,2,0,0,0,0,0,10,6
5 - Καβάλας,65 E.T. Δήμου Καβάλας,552,307,5,2,7,300,111,16,8,32,87,23,12,63,33,16,14,6,4,6,36,2,1,12,27,1,6,22,6,6,7,17,3,1,12,0,3,2,6,2,7,10,6,3,3,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,5,3,3,0,0,10,3,4,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,4,4,4,1,3,2,0,1,2,0,0,9,2,2,6,2,2,2,1,1,1,4,3
5 - Καβάλας,66 E.T. Δήμου Καβάλας,558,300,4,5,9,291,137,21,17,22,110,40,10,59,34,17,12,12,5,8,23,3,2,9,16,0,1,4,0,0,3,2,0,1,24,4,3,2,10,6,6,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,0,1,0,1,15,4,3,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,1,0,2,2,0,0,1,0,0,1,1,0,1,1,1,1,7,2
5 - Καβάλας,67 E.T. Δήμου Καβάλας,550,328,5,3,8,320,111,20,4,19,89,30,7,73,33,18,18,14,8,15,39,2,5,14,29,0,2,16,2,3,3,6,2,2,18,4,1,2,5,3,5,7,3,2,3,1,0,1,3,2,1,2,1,1,0,0,0,0,0,0,2,2,4,1,0,1,0,21,3,5,5,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,0,0,0,0,2,1,0,1,0,0,0,8,2,2,5,0,0,1,0,2,0,7,4
5 - Καβάλας,68 E.T. Δήμου Καβάλας,533,352,5,6,11,341,164,17,7,33,126,52,7,49,26,15,12,8,4,8,37,1,8,14,13,2,9,19,3,1,5,6,2,3,11,1,2,3,5,3,1,8,3,3,2,1,0,0,3,2,1,1,0,0,0,0,0,2,0,1,1,1,5,2,0,1,1,18,3,5,5,12,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,1,0,2,1,0,2,0,0,0,5,0,1,5,1,0,3,2,1,1,6,5
5 - Καβάλας,69 E.T. Δήμου Καβάλας,539,330,8,5,13,317,128,13,10,26,94,25,17,58,32,17,13,8,2,10,35,1,4,18,21,1,4,21,4,3,5,11,1,1,9,1,0,1,3,0,5,6,1,1,2,4,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,6,0,3,2,1,22,6,10,6,9,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,6,0,0,4,3,1,2,0,4,4,6,5
5 - Καβάλας,70 E.T. Δήμου Καβάλας,534,313,8,0,8,305,139,18,10,18,113,47,12,47,27,11,10,10,6,7,33,5,3,16,22,1,6,6,0,1,2,2,1,0,11,0,0,3,3,1,6,6,4,4,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,6,6,8,4,1,3,4,19,7,6,6,10,1,1,1,0,1,0,0,0,0,4,0,0,0,0,1,2,1,1,1,0,0,0,0,0,6,1,1,1,1,2,2,6,0,1,4,1,0,2,0,0,0,4,3
