ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΚΑΝΙΑΤΣΑ ΑΙΜΙΛΙΑ του Παναγιώτη,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΑΣ) του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ-ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΠΑΠΑΛΕΞΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Γρηγορίου,ΣΑΚΚΑΡΕΛΗ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΤΑΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΦΟΥΝΤΖΟΥΛΑ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΣΥΡΙΖΑ,ΑΘΑΝΑΣΟΥΛΗ ΒΑΣΙΛΙΚΗ (ΣΙΣΣΥ) του Χρήστου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΖΑΜΠΑΡΑΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Γεωργίου,ΘΕΟΔΩΡΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΠΑΝΤΙΩΡΑ ΦΩΤΕΙΝΗ του Ευαγγέλου,ΤΣΙΜΠΛΗ ΕΙΡΗΝΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΚΑΤΣΑΡΗ ΚΩΝΣΤΑΝΤΟΥΛΑ (ΝΤΙΝΑ) του Θωμά,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΟΥΡΤΖΙΑΠΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,ΜΠΙΣΜΠΙΚΗ - ΚΟΝΙΔΑ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΣΤΑΡΑΚΑ ΧΡΙΣΤΙΝΑ του Δημήτριου,ΤΡΥΦΙΑΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημοσθένη,Κ.Κ.Ε.,ΑΡΑΒΑΝΗΣ ΓΕΡΑΣΙΜΟΣ του Ανδρέα,ΚΑΖΑΡΙΔΗ - ΠΑΤΟΥΛΑ ΣΟΦΙΑ του Σωκράτη,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΜΠΟΥΡΑ ΧΡΥΣΟΥΛΑ (ΣΟΥΛΑ) του Ευαγγέλου,ΝΙΚΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΙΕΤΤΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΪΔΙΝΗΣ ΖΑΦΕΙΡΗΣ του Ιωάννη,ΓΛΥΚΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΚΟΥΣΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΟΥΡΚΟΥ ΑΡΧΟΝΤΙΑ του Ιωάννη,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΟΥΛΙΩΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΑΡΚΑΖΙΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΛΑ- ΛΙΑΚΑΤΑ ΓΕΩΡΓΙΑ του Αυγουστή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΖΥΓΑ ΕΛΙΑΝΑ του Κωνσταντίνου,ΚΑΡΑΝΗ ΙΩΑΝΝΑ του Σεραφείμ,ΛΟΥΚΑΝΑΡΗΣ ΣΤΕΦΑΝΟΣ του Αθανασίου,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ (ΒΛΑΣΗΣ) του Γεωργίου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ (ΧΡΥΣΑ) του Γεωργίου,ΠΑΛΗΓΕΩΡΓΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΤΖΑΘΑΣ ΘΩΜΑΣ του Παύλου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΠΩΝΗ ΠΑΝΑΓΙΩΤΑ του Σωτηρίου,ΚΟΥΚΟΥΡΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αντωνίου,ΛΑΔΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αλέξιου,ΛΙΟΤΣΟΥ ΒΑΡΒΑΡΑ του Παναγιώτη,ΜΑΜΑΣΟΥΛΑΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΦΑΡΑΚΗ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΖΩΤΗΣ ΝΙΚΟΛΑΟΣ του Θωμά,ΒΑΣΙΛΕΙΟΥ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΒΡΑΧΑ ΜΑΡΙΑ του Βασιλείου,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΤΣΩΛΗ ΕΛΕΝΗ ΑΝΝΑ του Νικολάου,Κίνημα 21,ΠΑΠΑΧΡΙΣΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΠΑΛΑΙΟΔΗΜΟΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΝΙΚΗ,ΑΛΕΞΑΚΗ ΒΑΣΙΛΙΚΗ του Ιωάννου,ΚΑΜΖΕΛΑΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΛΕΣΙΑΔΑΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,κοινωνία αξιών,ΠΙΣΤΙΩΛΗ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΑΤΣΑΟΥΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΕΤΑΡΟΥΔΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΣΤΑΜΟΥΛΗ ΠΑΤΡΟΥΛΑ του Ευάγγελου,Ο.Α.Κ.Κ.Ε.,ΠΕΤΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αλεξάνδρου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΙΑΝΝΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΜΠΙΤΣΙΚΩΚΟΣ ΒΛΑΣΙΟΣ του Δημητρίου,ΣΑΠΑΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΑΠΑΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδων,ΦΟΡΑΔΟΥΛΑ ΙΩΑΝΝΑ του Γεωργίου,Ένωση Κεντρώων,ΜΠΕΜΠΕΛΑ ΒΑΡΒΑΡΑ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΣΚΑΝΔΑΛΟΣ ΓΡΗΓΟΡΙΟΣ του Σωτηρίου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΓΕΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Ηλία,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΕΙΡΗΝΗ του Αθανασίου,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΜΠΕΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαραλάμπους,ΜΠΟΥΤΡΗ ΑΘΗΝΑ του Γεωργίου,ΠΑΠΑΚΩΣΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΛΑΜΠΑΛΙΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΦΙΛΙΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΠΟΔΙΣΤΡΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΟΥΣΙΑ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΣΕΡΑΦΗΣ ΑΠΟΣΤΟΛΟΣ του Ευάγγελου,ΤΡΑΣΙΑ ΑΛΕΞΑΝΔΡΑ του Βασιλείου,Οικολόγοι Πράσινοι,ΚΑΠΡΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΠΡΕΖΑΣ ΠΑΝΤΕΛΗΣ του Αθανασίου,ΤΣΙΡΙΓΚΑ ΓΡΗΓΟΡΙΑ του Αθανασίου,ΕΑΝ...,ΠΕΡΔΙΚΑΡΗΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΕΡΜΙΤΖΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,23 E.T. Δήμου Αγρινίου,522,291,8,2,10,281,82,5,25,27,37,6,2,27,9,6,102,9,24,20,11,30,8,38,5,6,24,1,8,3,6,0,0,1,11,5,23,4,2,1,3,1,2,9,8,3,7,1,2,1,1,2,2,0,0,0,7,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,14,5,5,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,3,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,0,1,1,1,0,0,5,0
30 - Αιτωλοακαρνανίας,24 E.T. Δήμου Αγρινίου,519,277,7,1,8,269,90,1,33,22,16,9,5,38,16,11,61,5,10,21,12,8,5,23,5,3,31,1,15,1,7,1,1,0,15,5,36,5,2,1,6,1,3,18,17,0,14,2,2,3,2,1,1,3,0,1,10,2,1,0,2,1,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,7,5,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,4
30 - Αιτωλοακαρνανίας,25 E.T. Δήμου Αγρινίου,513,277,10,1,11,266,60,5,22,22,6,6,2,19,9,9,137,6,39,48,18,24,10,52,18,11,21,0,4,0,2,1,0,0,9,4,11,1,0,2,4,2,2,4,2,0,4,0,1,1,1,1,1,1,1,1,6,0,1,0,0,0,1,1,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,1,1,2,2,0,0,0,0,2,0,0,1,0,0,0,0,4,2
30 - Αιτωλοακαρνανίας,26 E.T. Δήμου Αγρινίου,520,334,7,1,8,326,99,4,33,29,26,8,3,34,11,6,118,6,26,29,15,20,12,56,6,8,43,6,14,1,16,0,0,1,24,9,25,5,2,2,1,0,1,10,8,0,6,0,1,1,0,1,1,0,1,0,5,1,1,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,5,2,13,3,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
30 - Αιτωλοακαρνανίας,27 E.T. Δήμου Αγρινίου,506,279,5,3,8,271,75,1,24,25,23,5,1,27,10,2,91,6,23,41,11,19,5,28,8,5,30,1,10,0,10,1,0,0,16,3,21,6,0,0,5,1,0,9,9,0,7,0,1,0,1,0,3,2,1,0,4,2,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,17,4,9,10,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,1,1,1,0,1,1,2,1,1,1,0,0,0,0,1,0,1,0,3,2,0,0,6,4
30 - Αιτωλοακαρνανίας,28 E.T. Δήμου Αγρινίου,514,275,18,1,19,256,77,1,23,24,21,2,1,35,13,1,89,8,26,29,13,14,6,29,7,12,29,1,9,4,5,0,0,1,22,6,17,3,1,0,1,1,3,6,6,0,2,0,1,0,1,1,1,0,0,0,8,6,4,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,1,3,3,7,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,4,4,0,0,8,4
30 - Αιτωλοακαρνανίας,29 E.T. Δήμου Αγρινίου,517,303,10,1,11,292,89,2,39,18,27,12,4,35,9,5,95,13,36,32,17,14,4,20,9,6,34,1,11,3,5,0,3,1,18,9,18,4,2,1,1,1,0,8,7,0,5,1,1,0,0,0,2,1,0,2,5,3,1,2,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,1,1,0,2,2,1,1,20,6,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,2,0,0,3,2,1,1,0,0,0,0,2,2,2,0,0,0,0,0,7,2
30 - Αιτωλοακαρνανίας,30 E.T. Δήμου Αγρινίου,522,296,10,2,12,284,79,5,32,28,17,6,2,25,10,8,93,2,24,35,10,22,1,39,8,6,32,3,1,0,9,0,5,4,15,5,27,5,5,0,6,2,2,8,6,3,7,2,1,1,0,0,1,0,0,0,6,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,0,1,3,1,1,1,0,0,13,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,2,0,0,3,3,2,1,0,0,0,0,2,0,1,1,2,2,0,0,8,5
30 - Αιτωλοακαρνανίας,31 E.T. Δήμου Αγρινίου,536,285,5,2,7,278,64,0,17,12,18,8,2,21,12,5,102,4,22,37,9,14,8,37,13,10,41,3,14,1,14,2,0,0,23,3,20,2,0,0,4,0,1,10,7,0,8,1,1,2,2,1,1,1,1,3,13,4,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,2,2,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,9,4
30 - Αιτωλοακαρνανίας,32 E.T. Δήμου Αγρινίου,520,314,3,2,5,309,97,1,34,32,22,10,6,34,8,13,86,2,26,28,18,8,3,26,9,6,35,3,13,2,12,1,1,4,15,2,29,9,1,1,3,0,0,14,8,2,11,4,1,0,3,0,1,4,1,0,12,3,3,0,2,2,3,1,0,3,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,4,14,5,8,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,4
30 - Αιτωλοακαρνανίας,33 E.T. Δήμου Αγρινίου,528,275,3,1,4,271,92,3,34,26,18,12,3,34,12,5,67,6,12,32,3,11,2,17,10,7,45,6,13,2,23,3,1,0,22,7,21,4,5,1,2,1,2,6,5,1,13,1,3,2,3,1,3,1,1,3,9,4,4,2,1,4,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,2
30 - Αιτωλοακαρνανίας,34 E.T. Δήμου Αγρινίου,543,277,3,1,4,273,111,2,46,26,19,5,2,39,20,10,77,2,25,19,19,8,4,28,5,2,25,0,13,1,5,1,0,4,11,2,17,4,2,0,2,0,2,6,3,2,3,0,1,0,0,0,0,1,0,1,5,1,1,0,0,2,2,0,1,2,0,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,1,1,9,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,2,2,0,0,0,4,0,0,0,0,0,0,0,6,4
30 - Αιτωλοακαρνανίας,35 E.T. Δήμου Αγρινίου,523,287,6,1,7,280,83,0,22,25,33,1,4,27,13,7,85,11,33,31,20,10,0,19,12,4,40,2,15,2,8,0,1,1,17,6,24,3,1,0,1,1,2,8,9,2,4,1,0,0,2,0,1,1,0,0,7,0,1,0,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,0,1,0,3,1,0,1,1,2,2,17,5,6,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,4,2
30 - Αιτωλοακαρνανίας,36 E.T. Δήμου Αγρινίου,520,275,2,2,4,271,88,6,33,31,23,5,8,28,6,5,83,5,25,36,8,9,4,23,12,7,30,4,10,1,11,0,0,1,14,3,25,5,4,0,2,0,4,11,9,1,4,1,1,1,1,0,0,0,0,0,10,2,2,0,0,0,5,0,0,5,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,10,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
30 - Αιτωλοακαρνανίας,37 E.T. Δήμου Αγρινίου,496,300,10,2,12,288,107,4,38,36,24,14,5,30,6,10,73,4,20,35,14,10,4,19,5,5,43,5,18,1,9,0,0,3,14,6,21,6,2,1,2,2,0,6,6,1,8,1,0,0,1,0,3,1,0,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,2,6,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0,0,0,1,0,5,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,3,2
30 - Αιτωλοακαρνανίας,38 E.T. Δήμου Αγρινίου,84,73,0,0,0,73,41,5,13,19,13,0,0,15,0,1,8,0,2,0,4,1,0,1,1,1,9,0,1,0,4,0,0,0,2,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 - Αιτωλοακαρνανίας,39 E.T. Δήμου Αγρινίου,481,333,8,7,15,318,97,2,40,26,27,6,0,26,9,4,108,12,26,43,24,17,6,25,11,14,26,0,14,0,7,0,0,0,15,3,33,9,3,2,7,1,1,14,13,1,5,2,0,0,0,0,1,1,0,2,8,1,2,1,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,2,13,5,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,8,3
30 - Αιτωλοακαρνανίας,40 E.T. Δήμου Αγρινίου,491,325,5,3,8,317,128,3,52,31,28,18,4,32,13,8,63,3,21,25,9,4,1,18,8,6,34,3,7,1,8,1,1,1,16,7,33,3,4,1,7,1,0,13,10,0,4,2,1,1,1,0,1,0,0,0,8,0,1,1,2,2,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,17,4,10,11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,2,1,1,0,0,0,2,1,2,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,0,1,0,0,1,1,12,1
30 - Αιτωλοακαρνανίας,41 E.T. Δήμου Αγρινίου,497,345,8,1,9,336,98,3,33,34,28,11,3,36,11,10,107,9,27,57,10,11,3,30,9,9,31,0,7,2,12,2,3,5,12,1,35,9,1,3,4,3,1,14,9,1,4,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,7,2,2,0,0,5,1,1,1,0,0,0,3,0,0,0,0,1,1,1,2,2,8,4,13,5,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,3,0,3,2,0,1,0,0,2,2,0,0,0,0,0,0,2,0,1,1,1,0,2,1,10,4
30 - Αιτωλοακαρνανίας,42 E.T. Δήμου Αγρινίου,486,310,3,2,5,305,114,2,36,42,30,9,3,33,20,9,88,6,27,23,15,18,2,31,9,5,34,2,9,0,9,1,0,2,17,5,21,2,2,1,3,0,2,13,7,0,8,2,0,0,1,0,0,0,0,2,4,0,2,0,0,0,0,0,0,2,0,2,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,1,9,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,2,2,1,1,0,1,3,1,0,1,0,0,0,0,9,3
30 - Αιτωλοακαρνανίας,43 E.T. Δήμου Αγρινίου,503,332,6,3,9,323,97,4,34,28,17,10,1,21,19,7,107,10,32,39,21,15,2,23,18,12,40,3,12,1,10,1,0,0,22,6,24,3,3,0,1,1,3,12,11,0,7,4,0,0,1,0,0,0,0,1,8,3,2,0,0,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,1,1,1,0,1,1,3,1,13,5,5,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,2,1,2,1,0,0,1,0,7,3
30 - Αιτωλοακαρνανίας,44 E.T. Δήμου Αγρινίου,501,331,1,0,1,330,121,2,37,49,32,11,5,38,14,6,77,5,16,34,12,12,2,19,11,10,29,0,13,1,7,0,0,1,14,2,33,9,2,0,3,1,1,14,12,0,10,5,3,2,2,0,2,1,0,2,5,0,0,0,0,0,2,0,0,4,0,4,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,1,22,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,3,1,1,1,0,4,1,1,0,1,0,1,0,12,5
