ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΒΛΑΧΟΥ ΑΛΕΞΑΝΔΡΑ του Λεωνίδα,ΔΑΛΙΑΝΗ ΦΩΤΕΙΝΗ του Κωνσταντίνου,ΜΠΕΝΤΕΒΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κυριάκου,ΣΠΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Ροβέρτου,ΣΥΡΙΖΑ,ΓΙΑΝΝΟΥΛΗ ΑΝΤΩΝΙΑ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΦΙΛΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΙΑΝΝΑΚΟΥΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΒΑΓΓΕΛΗΣ) του Θεοχάρη,ΓΙΑΝΝΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΛΙΛΗ ΑΙΜΙΛΙΑ του Παναγιώτη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ (ΔΙΑΜΑΝΤΩ) του Αριστείδη,Κ.Κ.Ε.,ΑΣΗΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΡΑΘΑΝΑΣΗ ΔΑΝΑΗ του Παρασκευά,ΚΑΤΣΙΡΟΥΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ευθυμίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΒΑΝΙΤΙΔΟΥ ΕΙΡΗΝΗ του Μιλτιάδη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΣΑΡΑΝΤΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΑ του Χρήστου,ΧΑΣΑΠΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΠΕΪΤΖ ΓΟΥΕΝΤΙ του Τζορτζ Χένρι,ΠΑΠΑΔΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΗΜΟΠΟΥΛΟΥ ΝΑΤΑΛΙΑ του Βασιλείου,ΛΟΥΦΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΚΑΡΔΑΣΗΣ ΣΩΤΗΡΙΟΣ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΙΩΑΝΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Αναστασίου,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Κίνημα 21,ΓΙΑΝΝΟΥΛΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΒΡΑΝΤΙΝΗ ΛΑΣΚΑΡΙΝΑ του Βασιλείου,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,ΝΙΚΗ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Ευαγγέλου,ΜΑΝΤΖΙΩΡΗ ΧΑΙΔΩ του Γεωργίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,κοινωνία αξιών,ΚΑΛΟΓΕΡΟΠΟΥΛΟΥ ΛΑΜΠΡΙΝΗ του Χρήστου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΑΠΑΣΩΤΗΡΙΟΥ ΣΤΥΛΙΑΝΗ του Αλεξίου,Ο.Α.Κ.Κ.Ε.,ΓΚΟΡΟΓΙΑΣ ΤΑΞΙΑΡΧΗΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ-ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΓΙΑΝΝΑΚΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΘΕΟΔΟΣΙΟΥ ΑΘΑΝΑΣΙΟΣ του Σωτηρίου,ΚΑΡΑΜΠΗ ΙΩΑΝΝΑ του Δημητρίου,ΤΑΜΠΑΚΗ ΜΑΡΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΣΑΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΩΤΗΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΝΤΩΝΙΟΥ ΔΗΜΗΤΡΙΟΣ του Γεώργιου,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΜΠΑΜΠΗΣ του Παναγώτη,ΧΑΤΖΟΥΔΗ ΕΛΕΝΗ του Αθανάσιου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΤΩΝΙΟΥ ΜΑΡΙΑ του Νικολάου,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΠΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΓΚΑΒΕΤΑΣ ΣΤΑΜΑΤΙΟΣ του Παντελή,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΠΟΛΥΞΕΝΗ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΒΕΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αλεξίου,ΣΠΥΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΛΕΙΟΥ ΑΘΑΝΑΣΙΟΣ του Αναστασίου,ΔΗΜΗΤΡΙΟΥ ΑΛΕΞΑΝΔΡΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΔΡΟΥΖΙΑΣ ΘΕΟΔΩΡΟΣ του Νικολάου,ΚΑΡΒΕΛΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΑΔΗΜΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου
45 - Αρκαδίας,76 E.T. Δήμου Γορτυνίας,208,73,1,0,1,72,29,21,2,0,3,1,15,6,0,6,0,1,19,5,0,14,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,77 E.T. Δήμου Γορτυνίας,420,153,2,3,5,148,39,21,0,2,5,4,44,10,0,16,6,1,40,6,0,31,0,1,4,1,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4
45 - Αρκαδίας,78 E.T. Δήμου Γορτυνίας,217,105,0,1,1,104,31,13,0,3,8,4,17,2,0,3,6,0,28,2,3,23,0,0,18,2,0,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
45 - Αρκαδίας,79 E.T. Δήμου Γορτυνίας,101,35,0,0,0,35,7,5,0,0,1,0,1,0,0,1,0,0,26,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,80 E.T. Δήμου Γορτυνίας,326,142,1,0,1,141,24,13,1,1,5,0,37,3,1,21,7,0,58,5,2,51,0,0,13,0,1,0,8,0,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,81 E.T. Δήμου Γορτυνίας,405,136,4,1,5,131,52,25,2,4,13,5,18,2,0,9,1,1,34,7,4,22,0,0,17,0,0,9,0,0,2,0,0,0,0,0,1,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
45 - Αρκαδίας,82 E.T. Δήμου Γορτυνίας,221,77,1,0,1,76,28,19,0,3,3,1,10,1,0,5,3,0,24,4,4,16,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
45 - Αρκαδίας,83 E.T. Δήμου Γορτυνίας,391,160,5,0,5,155,60,44,1,1,0,11,39,1,0,18,10,4,38,11,1,26,0,0,5,0,0,2,2,0,8,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
45 - Αρκαδίας,84 E.T. Δήμου Γορτυνίας,277,87,1,0,1,86,29,13,0,1,0,14,21,0,2,14,0,0,26,20,1,5,0,0,5,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,85 E.T. Δήμου Γορτυνίας,279,149,4,1,5,144,74,42,0,2,7,21,8,2,1,5,0,0,39,22,3,14,0,0,1,0,1,0,0,0,8,3,2,1,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
45 - Αρκαδίας,86 E.T. Δήμου Γορτυνίας,368,149,1,0,1,148,35,29,1,0,1,2,48,0,1,31,4,0,27,12,8,6,0,1,17,2,3,0,4,0,2,1,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2
45 - Αρκαδίας,87 E.T. Δήμου Γορτυνίας,69,34,0,0,0,34,13,11,1,0,0,1,1,1,0,0,0,0,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,88 E.T. Δήμου Γορτυνίας,328,125,3,0,3,122,40,24,0,1,8,4,15,1,0,7,5,0,37,15,2,16,0,0,16,2,0,0,6,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,89 E.T. Δήμου Γορτυνίας,347,144,4,1,5,139,60,39,1,0,10,5,22,2,2,5,8,1,37,12,5,19,0,0,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3
45 - Αρκαδίας,90 E.T. Δήμου Γορτυνίας,258,110,3,0,3,107,54,37,0,2,0,12,11,2,0,3,1,1,12,6,0,4,0,0,15,2,6,0,1,0,5,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2
45 - Αρκαδίας,91 E.T. Δήμου Γορτυνίας,222,63,0,0,0,63,24,20,0,0,0,4,20,2,0,10,2,0,14,6,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45 - Αρκαδίας,92 E.T. Δήμου Γορτυνίας,440,161,2,0,2,159,86,52,4,3,5,20,15,2,0,7,0,2,31,4,2,23,1,0,7,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3,3,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0
45 - Αρκαδίας,93 E.T. Δήμου Γορτυνίας,418,161,3,0,3,158,70,47,0,2,3,11,28,4,0,14,2,1,26,8,0,14,3,1,12,2,3,1,0,1,6,2,2,1,0,0,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4
45 - Αρκαδίας,94 E.T. Δήμου Γορτυνίας,421,154,1,0,1,153,68,43,1,1,2,16,22,2,1,8,4,3,45,11,2,32,0,0,8,1,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
45 - Αρκαδίας,95 E.T. Δήμου Γορτυνίας,384,163,0,1,1,162,77,38,1,4,6,19,22,3,0,11,4,2,42,9,0,32,0,1,7,2,2,0,3,0,1,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
45 - Αρκαδίας,96 E.T. Δήμου Γορτυνίας,239,128,4,2,6,122,63,25,0,2,14,22,19,6,0,6,2,0,26,10,0,15,0,0,7,2,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,97 E.T. Δήμου Γορτυνίας,47,22,0,0,0,22,8,4,0,0,0,4,3,0,0,2,0,0,10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,98 E.T. Δήμου Γορτυνίας,173,87,3,0,3,84,30,29,0,1,0,0,28,1,0,7,15,0,20,8,7,4,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45 - Αρκαδίας,99 E.T. Δήμου Γορτυνίας,164,111,3,1,4,107,42,26,3,0,5,2,38,7,0,5,21,1,18,13,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
45 - Αρκαδίας,100 E.T. Δήμου Γορτυνίας,324,131,2,0,2,129,41,33,2,3,2,0,25,6,0,10,6,1,43,21,1,19,0,2,2,1,0,0,0,0,3,1,0,0,0,1,4,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
45 - Αρκαδίας,101 E.T. Δήμου Γορτυνίας,322,150,2,1,3,147,52,30,0,0,2,9,29,7,0,8,9,0,28,4,6,14,0,1,17,0,6,0,2,2,6,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5
45 - Αρκαδίας,102 E.T. Δήμου Γορτυνίας,279,139,3,0,3,136,64,37,4,11,3,5,20,3,3,3,7,1,21,3,0,15,0,1,13,0,2,7,0,0,6,3,0,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4,3
45 - Αρκαδίας,103 E.T. Δήμου Γορτυνίας,100,38,1,0,1,37,12,6,0,0,1,1,7,4,0,1,1,0,8,6,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
45 - Αρκαδίας,104 E.T. Δήμου Γορτυνίας,102,56,0,3,3,53,16,8,1,0,2,3,10,1,5,3,0,0,21,12,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
45 - Αρκαδίας,105 E.T. Δήμου Γορτυνίας,181,78,0,0,0,78,33,23,2,0,2,3,15,0,1,5,4,0,11,6,0,3,0,0,2,0,0,0,0,0,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3
45 - Αρκαδίας,106 E.T. Δήμου Γορτυνίας,345,199,2,0,2,197,65,46,0,1,3,1,48,7,0,19,6,4,38,7,0,28,0,0,34,1,0,2,25,0,3,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0
45 - Αρκαδίας,107 E.T. Δήμου Γορτυνίας,340,193,1,2,3,190,76,49,2,1,2,15,38,2,1,17,10,1,44,12,7,23,0,0,18,1,0,0,12,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1
45 - Αρκαδίας,108 E.T. Δήμου Γορτυνίας,370,180,2,0,2,178,59,40,1,2,6,4,38,3,0,19,9,4,23,9,0,7,1,2,46,2,1,1,25,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,109 E.T. Δήμου Γορτυνίας,420,178,5,1,6,172,45,27,0,3,4,4,49,3,1,21,16,1,13,7,0,5,0,1,42,7,2,1,14,0,3,1,0,0,0,0,5,0,0,1,0,1,1,1,0,2,1,0,0,1,0,0,1,0,0,2,0,0,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
45 - Αρκαδίας,110 E.T. Δήμου Γορτυνίας,492,245,2,0,2,243,61,29,4,2,9,4,54,9,1,18,15,0,51,18,1,18,0,11,51,7,1,2,13,1,1,0,0,0,0,0,6,0,1,0,1,1,3,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2
45 - Αρκαδίας,111 E.T. Δήμου Γορτυνίας,95,50,0,0,0,50,18,12,0,0,6,0,6,0,0,3,3,0,6,5,0,0,0,0,16,1,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,112 E.T. Δήμου Γορτυνίας,107,61,2,0,2,59,27,15,0,1,3,5,13,0,0,6,4,1,11,1,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1
45 - Αρκαδίας,113 E.T. Δήμου Γορτυνίας,320,157,3,0,3,154,68,48,0,1,11,5,36,0,1,22,5,2,37,10,0,25,0,0,2,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
