ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Ιωάννη,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΓΟΥΛΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΟΥΠΕΚΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΛΙΝΑ) του Παναγιώτη,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΩΤΑΚΗ ΦΑΝΗ του Πελοπίδα,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΜΑΡΚΟΥΛΗΣ ΑΝΤΩΝΙΟΣ του Παντελή,ΣΑΡΑΝΤΗ ΒΑΡΒΑΡΑ του Αντωνίου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,ΤΣΑΠΑΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ανδρέα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΠΟΣΤΟΛΟΥ ΟΛΥΜΠΙΑ του Κωνσταντίνου,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΔΕΛΛΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Ηλία,ΠΑΣΧΟΥ ΣΟΦΙΑ-ΘΕΟΔΩΡΑ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΙΑΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΟΛΓΑ του Αθανασίου,ΚΟΥΤΣΟΥΠΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΜΑΝΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθερίου,ΤΣΑΝΑΞΙΔΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΛΟΚΥΡΗΣ ΘΩΜΑΣ του Στέφανου,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΚΟΤΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Στυλιανού,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ - ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΞΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΚΑΡΑΝΙΚΟΛΑ ΣΤΕΛΛΑ του Ιωάννη,ΜΠΕΝΑΝΤΙΚΟΒΑ ΛΟΥΤΣΙΕ (ΛΟΥΚΙΑ) του Μίλαν,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΣΑΒΒΑΣ του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΖΙΑΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Ο.Κ.Δ.Ε.,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΩΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΤΙΚΑΣ ΛΑΜΠΡΟΣ του Κυρίτση,ΜΑΥΡΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΜΑΡΙΑ  του Ιωάννη,Κίνημα 21,ΘΩΜΑΣ ΑΡΓΥΡΙΟΣ του Κωνσταντίνου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΗΣ ΠΑΥΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΡΗΓΑΝΕΖΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΤΑΤΑΡΙΔΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΤΖΙΜΙΤΣΗ ΑΝΝΑ του Χριστοδούλου,ΝΙΚΗ,ΑΘΑΝΑΣΙΑΔΟΥ ΕΛΕΝΗ του Θεοδώρου,ΔΗΝΩΡΗΣ ΘΩΜΑΣ του Χρήστου,ΜΑΡΟΥΦΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΜΗΤΤΑΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΠΕΤΙΚΟΠΟΥΛΟΥ ΑΘΗΝΑ του Γεωργίου,ΧΡΥΣΟΜΑΛΛΟΣ ΘΩΜΑΣ του Αντωνίου,κοινωνία αξιών,ΒΥΤΙΝΙΩΤΗΣ ΕΥΣΤΑΘΙΟΣ (ΣΤΑΘΗΣ) του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΙΩΑΝΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΔΕΝΛΗ ΠΑΡΘΕΝΑ του Αλέξανδρου,Ο.Α.Κ.Κ.Ε.,ΣΕΓΚΟΥ ΒΑΡΒΑΡΑ του Ματθαίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Γεωργίου,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΜΠΑΛΤΖΗΣ ΧΡΗΣΤΟΣ του Στέφανου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΕΥΑΓΓΕΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΙΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΜΗΤΤΑ ΟΛΥΜΠΙΑ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΕΤΡΟΥ ΓΕΩΡΓΙΑ του Θωμά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΟΥΓΑΤΣΑΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΠΡΟΔΡΟΜΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΣΩΤΗΡΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πολυχρόνη,ΕΑΝ...,ΣΑΚΛΑΣ ΞΕΝΟΚΡΑΤΗΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΝΘΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδων,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΔΟΛΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΚΟΥΛΑΡΙΩΤΗ ΕΛΕΝΗ του Παναγιώτη
12 - Ημαθίας,35 E.T. Δήμου Αλεξανδρείας,525,331,11,3,14,317,140,3,85,2,45,16,71,54,14,12,22,4,20,10,36,13,27,5,2,2,4,13,4,1,3,4,3,0,26,8,10,3,3,2,4,5,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,1,2,1,6,3,1,1,2,15,3,1,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,3,2,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,3,2,2
12 - Ημαθίας,36 E.T. Δήμου Αλεξανδρείας,518,338,7,0,7,331,158,7,100,5,63,4,75,46,15,17,19,4,12,4,29,6,18,3,0,9,3,11,3,0,0,5,1,0,39,11,15,3,6,8,12,7,3,3,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,4,4,0,2,0,11,3,1,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1,3,1,1,1,10,7,8
12 - Ημαθίας,37 E.T. Δήμου Αλεξανδρείας,502,316,5,2,7,309,126,6,68,10,41,2,76,51,19,18,17,4,6,7,51,8,37,2,3,8,9,9,3,0,1,4,3,0,21,4,4,2,3,2,9,5,2,2,1,1,0,1,2,2,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,12,7,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,7,1,2,1,1,0,0,0,0,0,0,3,1,3,2,0,0,8,3,4
12 - Ημαθίας,38 E.T. Δήμου Αλεξανδρείας,573,401,4,2,6,395,189,11,110,2,73,11,76,62,13,3,35,6,12,8,39,10,22,2,3,6,4,8,6,1,0,3,0,0,53,8,9,5,1,48,5,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1,0,0,0,11,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,9,5,6
12 - Ημαθίας,39 E.T. Δήμου Αλεξανδρείας,275,172,2,1,3,169,73,6,52,0,21,0,30,34,10,12,3,5,14,6,13,8,7,1,2,2,2,12,7,3,1,6,2,1,13,6,6,2,3,4,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,8,0,2,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0
12 - Ημαθίας,40 E.T. Δήμου Αλεξανδρείας,358,219,2,1,3,216,89,7,59,3,24,3,26,36,12,11,3,5,13,1,33,9,19,1,1,6,9,8,3,1,1,4,4,0,15,4,3,2,3,1,4,4,0,0,0,1,1,2,2,1,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,1,9,3,1,0,0,3,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,3,4
12 - Ημαθίας,41 E.T. Δήμου Αλεξανδρείας,364,238,6,0,6,232,67,8,39,2,11,10,26,50,8,22,22,11,8,7,49,6,34,4,2,6,11,14,5,2,0,8,6,0,21,7,3,11,4,5,4,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,6,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,5,6
12 - Ημαθίας,42 E.T. Δήμου Αλεξανδρείας,387,279,4,0,4,275,119,7,73,5,31,8,53,44,10,6,14,4,10,10,50,22,25,3,0,3,2,2,0,0,0,1,1,1,25,4,16,1,0,4,3,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,4,2,1,1,0,0,0,0,10,3,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,0,0,1,1,5,1,2
12 - Ημαθίας,43 E.T. Δήμου Αλεξανδρείας,392,256,4,0,4,252,82,2,49,0,15,12,34,56,12,8,17,1,11,11,57,11,39,4,4,4,12,4,0,1,1,0,0,0,29,10,15,3,2,2,2,3,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,5,2,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,1,2
12 - Ημαθίας,44 E.T. Δήμου Αλεξανδρείας,357,241,3,1,4,237,124,4,80,8,31,8,64,45,10,10,11,8,14,3,26,10,11,3,8,4,7,8,4,0,0,1,0,1,13,3,5,2,3,2,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,4,2
12 - Ημαθίας,45 E.T. Δήμου Αλεξανδρείας,346,268,4,1,5,263,133,7,78,3,46,6,65,35,7,8,11,4,13,5,31,12,18,5,2,3,7,17,5,2,1,5,4,1,11,5,6,2,1,1,1,6,2,3,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,2,0,4,2,0,0,1,3,1,0,1,0,1,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,1,0,1,0,7,3,4
12 - Ημαθίας,46 E.T. Δήμου Αλεξανδρείας,246,152,3,0,3,149,91,3,57,8,36,2,34,11,5,3,1,2,2,3,20,10,14,1,0,1,4,2,0,0,1,1,1,0,13,2,4,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,2
12 - Ημαθίας,47 E.T. Δήμου Αλεξανδρείας,583,410,8,3,11,399,222,2,161,6,64,10,102,51,7,16,11,6,13,9,63,12,16,3,0,12,40,12,6,0,0,4,3,1,15,4,5,0,2,1,5,6,1,1,0,2,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,5,0,1,1,3,3,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,1,1,0,0,0,0,2,1,1
12 - Ημαθίας,48 E.T. Δήμου Αλεξανδρείας,465,257,7,0,7,250,134,3,74,2,57,5,40,36,2,8,17,2,8,7,21,5,4,5,3,11,2,10,5,1,0,5,3,0,18,3,7,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,9,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,6,2,5
12 - Ημαθίας,49 E.T. Δήμου Αλεξανδρείας,454,269,3,0,3,266,120,3,64,4,50,5,33,47,10,9,21,2,16,14,35,4,21,0,2,9,5,8,3,1,1,4,0,0,15,4,3,3,4,2,0,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,1,1,0,15,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,1,1,0,0,2,1,1,1,9,5,4
12 - Ημαθίας,50 E.T. Δήμου Αλεξανδρείας,462,282,3,0,3,279,121,6,76,1,46,7,50,45,5,11,19,10,14,10,25,6,13,1,2,4,9,12,3,0,0,4,6,0,33,7,11,11,7,1,5,4,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,12,5,1,2,1,2,5,1,0,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,11,7,8
12 - Ημαθίας,51 E.T. Δήμου Αλεξανδρείας,529,359,18,0,18,341,209,7,118,0,163,3,49,44,12,1,29,0,17,8,15,4,9,1,1,4,5,8,7,1,0,4,1,0,35,17,12,4,3,3,8,5,1,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,2,2,1,7,2,1,4,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1
12 - Ημαθίας,52 E.T. Δήμου Αλεξανδρείας,537,343,9,2,11,332,201,3,106,6,160,5,40,42,14,9,19,6,11,3,21,8,5,2,3,1,4,14,10,1,0,5,3,0,19,3,5,3,3,3,6,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,2,3,7,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,10,3,5
12 - Ημαθίας,53 E.T. Δήμου Αλεξανδρείας,549,396,6,0,6,390,209,0,105,2,171,5,42,58,10,13,21,6,26,7,36,9,20,0,0,8,11,14,13,0,0,6,2,0,30,10,6,3,6,7,5,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,0,1,3,4,9,4,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,2,5,5,1,1,3,1,2,2,0,0,5,5,4
12 - Ημαθίας,54 E.T. Δήμου Αλεξανδρείας,530,355,3,1,4,351,210,4,110,8,151,8,47,37,8,6,21,4,15,3,23,6,2,7,3,2,10,18,14,2,1,3,2,1,26,9,5,3,6,4,7,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,0,1,14,5,0,8,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,4,0,0,0,0,3,3,1,1,2,1,1
12 - Ημαθίας,55 E.T. Δήμου Αλεξανδρείας,529,360,4,0,4,356,207,3,106,3,161,2,52,53,11,8,21,1,26,3,14,1,7,0,3,4,6,19,17,2,0,7,0,1,23,6,4,7,7,2,3,2,0,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,0,0,3,10,2,3,2,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,3,3,0,0,8,6,6
12 - Ημαθίας,56 E.T. Δήμου Αλεξανδρείας,532,333,5,1,6,327,172,2,99,2,141,2,32,60,15,8,25,5,18,9,32,11,12,2,4,6,7,9,9,0,0,3,0,0,23,8,7,2,6,6,7,4,0,1,1,0,0,2,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,10,3,2,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,6,4,3
12 - Ημαθίας,57 E.T. Δήμου Αλεξανδρείας,429,311,7,1,8,303,187,3,92,1,140,5,59,43,15,4,27,2,15,2,28,7,14,1,1,0,20,3,2,0,0,2,0,0,10,0,0,2,0,3,5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,3,1,3,1,3,2,2,0,0,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,4,3,0,0,0,0,2,0,0,0,3,2,2
12 - Ημαθίας,58 E.T. Δήμου Αλεξανδρείας,434,308,5,2,7,301,181,1,96,1,145,1,43,44,18,4,19,3,9,6,37,11,12,0,6,3,22,7,7,1,0,4,0,0,12,2,2,1,0,1,3,4,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2
12 - Ημαθίας,59 E.T. Δήμου Αλεξανδρείας,543,350,6,1,7,343,183,4,148,1,91,6,44,64,13,15,27,3,23,5,20,0,14,0,2,4,1,5,2,0,0,1,0,0,27,4,6,4,4,4,9,5,2,2,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,0,1,2,12,7,4,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,0,12,7,8
12 - Ημαθίας,60 E.T. Δήμου Αλεξανδρείας,535,343,3,0,3,340,170,2,139,4,85,2,44,62,11,8,34,6,16,3,32,11,24,0,2,4,2,2,0,0,0,1,0,0,26,9,3,2,6,0,7,4,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,4,2,2,1,0,0,0,0,10,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,3,1,1,2,1,0,0,1,0,0,0,0,0,14,6,6
12 - Ημαθίας,61 E.T. Δήμου Αλεξανδρείας,557,341,4,2,6,335,152,3,123,11,79,6,36,63,10,5,32,6,25,7,39,9,24,0,4,4,6,7,3,3,0,1,0,2,26,11,4,5,9,4,10,10,0,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,8,6,1,1,0,1,0,10,6,2,1,0,2,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,1,0,0,0,7,4,5
12 - Ημαθίας,62 E.T. Δήμου Αλεξανδρείας,515,336,0,1,1,335,216,6,204,11,28,9,7,43,7,5,7,2,33,5,15,3,10,0,1,2,1,9,2,3,1,3,0,0,22,5,5,1,1,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,4,1,1,0,2,0,0,1,2,8,3,0,1,1,4,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
12 - Ημαθίας,63 E.T. Δήμου Αλεξανδρείας,696,507,7,2,9,498,304,3,205,1,231,4,60,85,22,14,27,9,38,10,28,14,17,1,2,4,7,14,6,2,0,6,0,0,33,12,6,5,7,8,11,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1,1,0,7,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,5,7
12 - Ημαθίας,64 E.T. Δήμου Αλεξανδρείας,345,222,3,0,3,219,92,2,65,2,43,1,14,39,6,12,18,5,9,5,24,8,8,2,3,5,6,19,14,2,2,10,2,0,13,6,3,5,3,1,4,5,3,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,9,8,1,1,1,1,0,0,0,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,5,3,3
12 - Ημαθίας,65 E.T. Δήμου Αλεξανδρείας,371,213,5,1,6,207,88,3,61,2,48,3,22,42,11,10,20,3,15,1,45,26,28,2,0,0,10,5,4,0,1,4,0,1,6,2,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,0,8,1,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
12 - Ημαθίας,66 E.T. Δήμου Αλεξανδρείας,562,353,5,1,6,347,141,15,91,17,43,14,53,68,61,9,9,1,6,1,28,9,19,2,2,6,5,17,8,3,0,5,5,0,31,7,6,4,6,3,12,6,1,3,1,4,0,0,2,2,1,0,0,0,3,1,2,1,0,1,1,2,0,2,1,1,0,0,28,12,4,2,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,3,3,10,10,10
12 - Ημαθίας,67 E.T. Δήμου Αλεξανδρείας,563,381,6,1,7,374,164,17,101,11,59,8,66,75,62,9,11,6,9,2,36,13,12,4,4,7,5,17,13,0,1,8,0,0,22,6,7,2,6,2,6,9,2,4,4,2,1,1,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,5,2,1,2,2,17,5,4,4,2,7,4,0,0,2,0,1,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,9,4,7
12 - Ημαθίας,68 E.T. Δήμου Αλεξανδρείας,555,320,5,0,5,315,132,11,81,14,32,11,58,47,41,5,7,4,3,0,19,9,11,2,2,3,5,28,20,1,2,15,3,0,21,10,2,2,0,1,6,12,0,3,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,3,2,0,0,3,1,1,2,1,23,4,3,6,0,12,7,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,2,1,2,0,0,0,0,5,3,4,2,0,0,10,3,6
