ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΝΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Ευαγγέλου,ΚΟΤΡΩΝΙΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΑΚΡΗ-ΘΕΟΔΩΡΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΟΙΚΟΝΟΜΟΥ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Δημητρίου,ΣΙΜΟΥ-ΠΑΛΑΙΟΛΟΓΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Ηλία,ΣΤΑΪΚΟΥΡΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΥΡΙΖΑ,ΓΙΑΒΡΗ ΠΑΡΑΣΚΕΥΗ του Θεοφάνη,ΚΑΡΑΦΕΡΗ ΑΡΓΥΡΩ του Νικολάου,ΛΑΖΟΥ ΒΑΣΙΛΙΚΗ του Ανδρέα,ΛΟΥΚΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΟΥΤΣΑΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΣΑΡΑΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΤΕΡΡΙΩΤΗ ΚΩΝΣΤΑΝΤΙΑ του Παναγιώτη,ΒΕΝΤΟΥΡΗ - ΝΑΣΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Κωνσταντίνου -Βασιλείου,ΜΑΣΤΡΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΠΕΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΠΑΠΑΓΟΡΑΣ ΑΝΤΩΝΙΟΣ του Αθανασίου,ΤΣΩΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε.,ΚΟΥΤΣΟΥΜΠΑΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΓΕΡΟΚΟΥΔΗ ΔΗΜΗΤΡΑ του Αθανασίου,ΜΠΑΣΔΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΦΟΥΤΣΟΥ ΑΝΤΡΙΑΝΑ του Γεωργίου,ΠΑΣΟΥΛΑΣ ΧΡΙΣΤΟΣ του Γεωργίου,ΠΟΛΙΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΝΤΖΟΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΒΟΥΡΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΜΠΟΧΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θωμά,ΜΥΛΩΝΑΚΗΣ ΣΤΕΡΓΙΟΣ του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΖΑΜΑΝΗΣ ΔΟΝΑΤΟΣ του Οδυσσέα,ΚΟΤΡΩΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,ΡΑΜΜΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,ΤΣΑΚΑΛΟΥ ΑΡΓΥΡΟΥΛΑ (ΥΡΩ) του Ιωάννη,ΤΣΙΡΩΝΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΦΥΣΟΛΟΗΣ ΑΝΑΣΤΑΣΙΟΣ-ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΛΑΟΥΤΑΡΗΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΒΕΡΟΥΣΗ ΣΟΦΙΑ του Γεωργίου,ΓΑΛΑΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΤΕΝΑ ΣΜΑΡΩ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΛΑΚΙΩΤΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΔΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΟΥΜΠΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜΕΛΕΤΗ ΧΡΥΣΑΝΘΗ του Αλεξάνδρου,ΜΕΛΛΙΟΣ ΙΩΑΝΝΗΣ του Φωτίου,ΤΖΙΟΥΒΑΡΑ ΟΛΥΜΠΙΑ ΠΑΡΑΣΚΕΥΗ του Κωνσταντίνου,Κίνημα 21,ΖΑΧΑΡΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΤΣΙΤΟΥΡΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,ΜΑΡΑΝΔΙΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ ΜΑΡΙΑ του Λάμπρου,ΣΙΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΝΙΚΗ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευάγγελου,ΚΑΡΑΤΖΑ ΟΛΓΑ του Πέτρου,ΤΥΡΜΠΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΦΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννου,κοινωνία αξιών,ΚΑΛΛΙΩΡΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΟΥΡΣΑΙΤΙΔΗΣ ΠΕΡΙΚΛΗΣ του Χαράλαμπου,ΣΙΨΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΠΟΛΥΔΕΥΚΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΚΑΡΑΜΗΤΣΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΥΒΩΤΙΔΟΥ ΔΟΜΝΙΚΗ του Παναγιώτη,ΤΑΓΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,Ένωση Κεντρώων,ΚΑΡΑΒΕΛΟΥ ΑΡΓΥΡΟΥΛΑ του Ευθυμίου,ΣΑΒΒΙΔΗΣ - ΒΑΣΙΛΕΙΑΔΗΣ ΛΑΖΑΡΟΣ του Ευστάθιου,ΧΛΙΑΠΑ ΜΑΡΙΑ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΤΣΑΟΥΝΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΡΑΣΑΝΤΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΟΥΣΤΑΚΑ ΑΙΚΑΤΕΡΙΝΗ του Βασιλείου,ΠΑΝΟΥ ΧΡΗΣΤΟΣ του Ευσταθίου,ΦΥΚΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΗΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΑΓΚΛΑΡΑ ΕΥΘΑΛΙΑ του Νικολάου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΚΩΣΤΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,Οικολόγοι Πράσινοι,ΑΔΑΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΠΑ ΑΝΝΑ του Κωνσταντίνου,ΣΚΑΜΑΓΚΟΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,ΕΑΝ...,ΛΕΜΟΝΗΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΑΛΕΞΙΟΥ ΑΝΑΡΓΥΡΟΣ του Αλεξάνδρου,ΑΝΑΣΤΑΣΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΘΕΟΦΑΝΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κοσμά,ΛΙΘΑΔΙΩΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΙΧΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΟΝΔΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου
33 - Φθιώτιδας,221 E.T. Δήμου Λαμιέων,299,204,2,4,6,198,80,8,11,11,33,1,54,23,1,3,2,4,5,14,27,0,1,6,4,3,23,27,0,7,14,4,2,3,10,3,2,2,0,1,1,5,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,6,1,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,0,4,2,0,0,1,0,0
33 - Φθιώτιδας,222 E.T. Δήμου Λαμιέων,496,350,4,2,6,344,162,11,27,21,72,2,100,51,1,1,17,20,5,26,34,3,2,10,7,5,16,21,0,8,2,3,0,2,18,7,6,5,1,0,4,12,4,1,3,1,3,0,3,3,0,0,0,0,0,3,1,0,0,3,0,2,1,0,1,0,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,8,3,8,1,1,0,1,0,0,3,0,0,2,2,2,0,2,0,8,6,0,0,3,1,0,0,2,1,1,1,4,0,1,2,0,0,0
33 - Φθιώτιδας,223 E.T. Δήμου Λαμιέων,160,112,1,2,3,109,40,0,11,6,22,1,23,27,3,2,4,5,3,13,25,4,3,1,7,0,17,11,0,0,2,0,1,6,3,0,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,224 E.T. Δήμου Λαμιέων,401,267,5,1,6,261,114,3,24,15,66,2,83,73,8,6,11,14,3,53,22,2,2,3,4,11,13,13,0,2,2,2,0,5,9,2,1,2,1,0,2,6,3,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,6,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0
33 - Φθιώτιδας,225 E.T. Δήμου Λαμιέων,414,276,8,1,9,267,92,2,17,8,46,1,61,86,9,6,15,10,5,64,26,5,5,2,10,5,11,19,0,1,8,1,1,5,1,0,1,0,0,0,0,4,0,0,0,1,0,0,7,5,2,1,2,0,0,1,1,0,0,0,0,1,2,1,5,2,1,0,0,0,0,4,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,0,0,0,0,2,1,2,1,0,0,2,1,2,0,0,0,1,1,4,0,1,0,0,0,1
33 - Φθιώτιδας,226 E.T. Δήμου Λαμιέων,108,70,1,0,1,69,30,1,3,8,6,0,28,13,2,1,2,1,3,8,4,0,0,0,1,0,4,6,0,1,1,0,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,0,1,1
33 - Φθιώτιδας,227 E.T. Δήμου Λαμιέων,183,105,3,2,5,100,53,0,6,6,16,1,43,13,1,0,4,7,0,9,18,0,2,3,3,1,10,5,0,1,1,0,1,1,7,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,228 E.T. Δήμου Λαμιέων,147,87,4,1,5,82,33,0,4,6,18,2,18,26,1,4,4,2,10,22,4,1,0,0,1,0,0,1,0,1,0,0,0,0,6,1,1,1,1,0,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33 - Φθιώτιδας,229 E.T. Δήμου Λαμιέων,189,114,1,0,1,113,62,3,9,7,22,0,46,15,2,3,1,4,1,8,13,1,1,0,2,3,12,7,0,1,3,0,1,4,6,2,1,3,2,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33 - Φθιώτιδας,230 E.T. Δήμου Λαμιέων,325,222,6,0,6,216,124,9,26,13,60,6,91,39,4,3,9,10,4,20,25,1,5,3,4,6,15,4,0,0,1,0,0,0,11,4,5,4,0,0,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0
33 - Φθιώτιδας,231 E.T. Δήμου Λαμιέων,174,134,1,2,3,131,69,4,19,10,41,0,41,16,0,1,5,5,6,12,22,2,4,5,2,1,15,2,0,0,0,0,0,0,9,2,1,0,1,1,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33 - Φθιώτιδας,232 E.T. Δήμου Λαμιέων,225,155,2,0,2,153,75,5,14,12,45,1,46,28,7,4,4,3,4,17,27,4,2,10,3,4,13,7,0,0,1,0,1,1,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
33 - Φθιώτιδας,233 E.T. Δήμου Λοκρών,509,339,5,3,8,331,134,6,3,6,74,56,63,76,2,2,2,4,1,72,39,7,5,2,0,24,18,28,0,0,3,17,11,5,11,3,1,2,2,4,0,8,0,1,1,0,4,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,5,3,1,0,2,0,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,2,1,3,2,3,1,0,0,0,0,0,4,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,4,6,0,1,0,0
33 - Φθιώτιδας,234 E.T. Δήμου Λοκρών,531,387,4,1,5,382,146,6,18,7,69,52,72,86,1,6,5,2,3,80,59,0,0,7,1,37,24,22,0,2,0,15,5,7,17,3,1,5,2,3,1,10,1,2,3,2,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,10,5,6,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,1,9,3,5,6,2,0,0
33 - Φθιώτιδας,235 E.T. Δήμου Λοκρών,530,365,4,1,5,360,111,2,10,3,56,33,63,96,3,5,11,3,2,84,67,1,2,3,0,51,42,29,0,2,2,14,12,6,14,3,1,3,1,5,1,9,4,1,2,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,8,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,3,0,0,0,1,1,1,1,7,2,4,0,0,0,0
33 - Φθιώτιδας,236 E.T. Δήμου Λοκρών,508,350,5,0,5,345,127,4,9,6,68,33,69,110,4,5,13,7,1,100,33,3,5,0,3,24,12,23,0,2,1,9,2,5,10,3,2,2,2,1,0,8,4,2,0,2,0,0,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,4,2,0,1,0,8,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,1,0,0,1,0,1,0,0,0,1,1,9,4,3,3,1,0,0
33 - Φθιώτιδας,237 E.T. Δήμου Λοκρών,509,305,14,0,14,291,99,3,11,1,57,26,58,88,0,2,20,1,0,76,31,1,2,1,1,18,18,20,0,0,0,11,5,5,9,1,2,2,1,2,3,5,0,1,3,4,1,0,0,0,1,0,0,0,0,2,2,0,0,1,0,1,3,2,2,1,4,3,0,2,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,6,3,1,1,0,0,1,1,11,6,4,4,2,0,0
33 - Φθιώτιδας,238 E.T. Δήμου Λοκρών,530,361,5,1,6,355,116,4,5,6,58,46,55,103,3,4,5,0,2,93,52,2,1,0,2,42,20,22,0,1,1,12,6,4,12,4,2,1,1,5,1,12,1,3,4,3,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,3,2,0,0,0,0,0,4,3,3,0,0,1,0,3,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,2,0,1,0,0,0,0,1,0,2,2,1,0,1,0,1,1,0,0,10,7,4,2,0,0,0
33 - Φθιώτιδας,239 E.T. Δήμου Λοκρών,520,332,5,3,8,324,137,5,10,10,64,44,100,88,6,4,9,25,4,83,38,2,3,0,3,33,28,21,0,1,2,14,5,7,10,1,0,2,0,5,0,4,1,0,0,0,2,1,3,2,0,0,0,0,0,1,1,0,0,1,0,0,3,0,1,1,1,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,7,3,3,1,0,1,2
33 - Φθιώτιδας,240 E.T. Δήμου Λοκρών,517,349,6,1,7,342,145,6,12,6,74,49,86,89,3,4,5,2,3,81,34,2,1,0,1,16,21,20,0,0,0,14,3,5,12,4,0,4,2,1,2,7,4,0,2,0,4,1,3,2,1,1,0,0,0,1,1,0,0,0,0,1,2,2,1,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,1,1,1,1,0,0,14,4,6,2,1,0,0
33 - Φθιώτιδας,241 E.T. Δήμου Λοκρών,488,336,10,2,12,324,119,4,6,6,49,47,80,94,5,5,8,4,1,86,49,0,1,1,2,38,28,13,0,1,0,9,1,7,21,5,4,6,4,6,5,4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,2,5,3,2,0,0,1,0
33 - Φθιώτιδας,242 E.T. Δήμου Λοκρών,351,238,2,1,3,235,116,0,3,6,54,68,71,32,0,1,2,0,0,27,40,5,2,0,3,19,25,19,0,3,1,9,1,2,8,1,1,1,2,1,1,4,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,1,0
33 - Φθιώτιδας,243 E.T. Δήμου Λοκρών,349,229,3,1,4,225,112,4,6,3,35,74,68,39,1,0,2,2,0,34,36,2,0,0,2,8,31,17,0,2,0,10,2,4,4,1,2,0,0,2,0,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0
33 - Φθιώτιδας,244 E.T. Δήμου Λοκρών,485,299,4,1,5,294,169,3,19,14,83,79,84,48,2,6,6,4,2,44,31,14,0,2,0,14,20,8,0,1,2,3,2,1,4,2,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,5,3,1,1,2,1,0,0,0,4,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,2,2,3,2,0,0,2,1,2,0,2,1,1,0,4,0,1,1,1,2,1
33 - Φθιώτιδας,245 E.T. Δήμου Λοκρών,210,156,6,0,6,150,48,1,3,11,25,16,20,53,9,6,11,0,3,42,14,0,2,0,0,6,10,4,0,0,1,1,0,0,13,2,6,1,0,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,4,2,0,3,0,0,1
33 - Φθιώτιδας,246 E.T. Δήμου Λοκρών,585,364,6,1,7,357,176,0,5,9,57,46,144,52,5,1,5,5,2,43,66,13,5,5,8,29,35,9,0,1,1,4,0,2,14,4,4,0,2,0,5,7,4,0,1,1,4,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,4,3,2,1,2,1,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,10,5,1,6,3,0,2
33 - Φθιώτιδας,247 E.T. Δήμου Λοκρών,343,247,2,0,2,245,138,2,5,17,54,42,89,52,4,5,2,5,0,47,13,0,2,3,0,1,9,8,0,3,1,2,0,0,8,4,2,2,2,0,2,6,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,2,2,0,0,5,3,1,1,0,1,0
33 - Φθιώτιδας,248 E.T. Δήμου Λοκρών,322,225,5,2,7,218,60,1,3,5,35,14,29,54,6,1,6,5,0,44,31,4,4,3,0,17,22,40,0,1,2,37,0,23,5,2,1,3,1,0,0,5,3,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,11,10,4,1,0,0,0
33 - Φθιώτιδας,249 E.T. Δήμου Λοκρών,366,255,3,0,3,252,97,0,7,5,59,26,56,46,3,2,14,3,0,40,35,2,1,11,1,22,24,44,0,1,5,38,0,21,4,1,2,0,1,1,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,12,9,4,0,1,2,3
33 - Φθιώτιδας,250 E.T. Δήμου Λοκρών,477,340,4,2,6,334,163,7,8,6,94,23,102,65,7,9,5,1,2,53,16,0,1,1,0,3,11,20,0,0,3,12,2,9,24,8,1,3,5,5,8,3,0,0,0,0,1,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,2,0,3,3,5,0,0,2,0,8,4,7,3,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,2
33 - Φθιώτιδας,251 E.T. Δήμου Λοκρών,468,342,3,1,4,338,186,13,9,7,105,27,123,54,10,7,4,1,0,47,32,5,1,2,1,6,22,12,0,2,2,6,0,3,19,8,6,6,1,4,5,6,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,3,1,0,3,0,1,2,0,4,3,2,1,2,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,9,1,0,2,1,1,0
33 - Φθιώτιδας,252 E.T. Δήμου Λοκρών,465,352,4,1,5,347,188,3,11,11,117,25,115,54,1,1,1,0,3,47,37,3,5,0,3,8,29,7,0,1,0,6,0,3,17,3,2,3,1,6,4,4,0,1,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,6,5,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,3,1,0,0,11,3,1,1,2,0,1
